Standard_Bangla,dialect_speech,English_translation
বলবা না,তুই আর হতা ন হইবা,
তুমি আমাকে আর কত অবাক করবা,তুই আরে আর কত অবাক গরিবা,
তুমি আমাকে চিনো,তুই আরে চিনো নি,
তুমি আমাকে দোষ দিচ্ছ কেন,তুই আরে দোষ দিও দে কিল্লাই?,
তোর দরকার আমাকে বলতে আমি লাগাতাম,তুই আরে হইলি আই লাগাই দিতাম।,
তুই সালা আরেক পাগল,তুই আলা আরেক পল।,
তুই সালা একটা বড়ু বড়ু পাহাম কা। তার মানে তুই একটা বেআক্কল,"তুই আলা এক্কান বড়ু বড়ু পাহাম কা, তার মানে তুই এক্কান বেআক্কল।",
তুই সালা তাড়াতাড়ি মরবি তুই যে কথা বলছোছ তর মা-বাবা মরার কথা বলতে তর মুখে একটু বাচবো না! সালা ব্যানচোদ,তুই আলা তাড়াতাড়ি মরিবি। তুই যে হতা হস। তোর মা বাবার মরার হতা খইতু তোর মুখত এক্কানাও ন বাজিব! আলা বাইনচোত,
তুই হালা চোর তোরে চাটাই করতে হবে,তুই আলা সোর। তোরে সাডাই গরম ফরিবু।,
তুই আলেম নামের জানুয়ার,তুই আলেম নয় জালেম।,
তুই ইনু আওয়ামীলীগে থাকলে ও বি এন পি জিতবে না থাকলে ও বি এন পি জিতবে।তার পর তুই ইনু বেয়াদবির সাজা পাবি ইনশা আল্লাহ।,তুই ইনু আওয়ামিলীগত থাগিলি ও বিএনপি জিতিবু। তারপর তুই ইনু বেয়াদবির সাজা ফাবি ইন শ আল্লাহ,
সুন্দর ভাবে বস,তুই উওফারি বয়,
তুমি একটা নডির ছাওয়াল আশরাফুল তোর গুদে বাঁশ দিতে গেছে মাগীর পুর,তুই উগ্গা নদীর সা অলা। আশরাফুল্লা তোরে গুদে বাশ দিত গিয়ি মাগী র ফুয়া।,
তুই হইলি একটা উচ্চ পর্যায়ের মাদার চুদ।তুদের মতো দালালরা এই বাংলায় যতদিন থাকবে নতুন কোন মীরজাফরের প্রয়োজন হবেনা।,তুই উজ্ঞো উচ্চ ফর্যায়ুর মাদারচোদ ।তোরার ডইল্লে দালাল বাংলাত যেতদিন থাগিবু নতুন গরি মীরজারফর ন লাগিবু।,
তুই তো একটা ফাউল।কুত্তা,তুই উজ্ঞো ফাউল কুত্তো।,
"তুই একটা খানকির পোয়া, আর তো মা একটা খানকি আছিল (কপি)",তুই উজ্ঞো হাঙ্কির ফুয়া আর তোর মা উজ্ঞো হাঙ্কি আছিল।,
তুই তো একটা মির-জাফর শুয়ার��,তুই উজ্ঞো্ঞো মীর জাফর।,
তুমি যাও একা একা,তুই একা একা যো গয়,
তুমি একটা বোকা মেয়ে,তুই এক্কান বোকা মাইয়া ফোয়া,
তুমি এতো কিছু বুঝো কিভাবে,তুই এদুন কেনে বুঝোস?,
তুমি এখানে থাকলে আমি খুশি,তুই এদে থাকিলে আই খুশি,
তুই এম পি হওয়া আর দেশের গোয়া মারা এক সমান,তুই এম পি  অন এদ্দের দেশর ফুন মারন এক্কু হতা ।,
তুই ফাযিল,তুই ওগগা ফাজিল।,
তুইএটাজানূআর,তুই ওগ্গা জানোয়ার।,
তুই কি আমার সঙ্গে বাংলায় কথা বলতে পারবি,তুই কি আঁর ফোয়ারে বাংলাত হতা হইত ফারিবি নে?,
তুই কি আমার জন্য কিছু লিখতে পারবি,তুই কি আঁর লাই কিচু লেকিত ফারিবি নে?,
তুই কি আর পড়ালেখা করবি নাহ,তুই কি আর ফরালেহা ন গরিবি,
তুমি কি আমায় ঘুরতে নিয়ে যাবে,তুই কি আরে গুরিবিল্লে লই যাইবা না?,
তুমি কি আমাকে চিনো,তুই কি আরে চিনো নি,
তুমি কি আমাকে বোকা মনে করো,তুই কি আরে বোকা ফাইয়ো না?,
তুই কি এই বইটি পড়তে পারিস,তুই কি এই বইওয়া ফরিত ফার অস নে?,
তুই কি হুজুর তুর ওয়াজের বয়স হইছেনি,তুই কি ওজুর? তরতো ওয়াজওর বয়স ওইয়ে নে?,
তুই কি এই গানটি শুনতে ভালোবাসবি,তুই কি গান ইবা ফুইন্তে বালবাসিবি?,
তুমি কি চাকরি করছ,তুই কি চকরি গরর দে নে,
তুই কি এই সিনেমা দেখতে চাস,তুই কি চিনেমাইবা চাইত চস নে?,
তুমি কি জামরুল খাও,তুই কি জাম্বুরা হোনা?,
কই কি দোদের দোয়া তুলসি পাতা,তুই কি দুদুর দুয়া তুলশী ফাতা?,
তুই কি পড়ালেখা ছেড়ে দিতে চাস,তুই কি ফরালেহা চারি দিতো চস নিকি,
এই তুই কি পাগল নাকী,তুই কি ফল না ।,
তুমি কি বাইরে বের হবে,তুই কি বাইর হইবা নে?,
তুই কি বুজবিরে মাগির পুত,তুই কি বুজবিরে মাগির পুয়া।,
তুমি কি মানুষ না কি না কুত্তা দোয়া করি তর ইওটিভ এর উপর টাডা পরক।,"তুই কি মানুষ না কুত্তো ,দুয়া গরি তুর ইউটিউবর উদ্দি ঠাডা ফরক।",
তুমি কি রাতের বেলা বাইরে বের হবে,তুই কি রতিয়াত বাইর হইবা নে?,
তুমিকি রাস্তায় কুকুরের মত জন্ম গ্রহণ করেছ?তোমার মা ভালো জানবে,তুই কি রাস্তাত কুত্তার মতো ঝন্ম লইউস না? তোর মা ভালা ঝানিবু।,
তুমি কি রাতে খেয়েছো,তুই কি লাতিয়া হাইয়ো না?,
তুমি কি সরকারি চাকরি করছ,তুই কি সরকারি চকরি গরর দে নে?,
তুই কি সাকিবের বউয়ের ভাই?,তুই কি সাকিবর বউওর ভাই ?,
তুই কি এই স্কুলে পড়তে আসতে চাস,তুই কি স্কুল ইয়ানত ফইরতো আইতো চস নে?,
তুই কি কখনো কবিতা লিখতে পারিস,তুই কি হনো অত্তে কবিতা লেকিত ফার অস নে?,
তুই কি কখনো বাংলাদেশে ঘুরতে গিয়েছিলি,তুই কি হনো অত্তে বাংলাদেশ গুইরতো গেইলি নে?,
তুমি কি খেতে পছন্দ করো,তুই কি হাইতো পছন্দ গরো,
তুই কেবলই তার দুইটা হনুমান কে নিয়ে বিচারকের আসনে বসে কি পাগল,তুই কেবলই ইতের  দুয়্ইয়ো হউমান লই বিচারকের আসনে বসে কি পল।,
তুমি ভালো আছ জেনে খুশি হলাম,তুই গম আসোস জানি এনে খুশি অইলাম,
তুই গাঁজা খাইয়া আয়ছত সাকিব ইংলেন্ডে হয়ে খেলবে কুওার বাচ্চা ফেমাছ হতো চাছ ��������এটা তর ফুটকি দিয়া বরমু,তুই গাঝা হাই আইস্সুশ সাকিব্বা ইংল্যান্ড ওই খেলিবু কুত্তারবাইচ্চা ফেমাস ওইতু সার?ইবা তোর ফুটকি দি বইরজুম,
তুমি গান গাইতে পারবে না,তুই গান গাইত ন ফারিবা,
তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও,তুই গুমের তুন জলদি উঠ,
তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও,তুই গুমের তুন জলদি উঠ,
তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও,তুই গুমের তুন জলদি উঠ,
তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও ,তুই গুমের তুন জলদি উঠ ,You wake up early.
তুমি ঘুম থেকে উঠে আমাকে কল দিও,তুই ঘুমোত তুন উঠিয়ের কল  দিতোক,
তুমি ঘুমাও,তুই ঘুমোদ্দে,
তুই দোনের ছেলিবেরেটি,তুই চইয়্যের সেলিব্রিটি।,
তুমি চাকরি করছ,তুই চকরি গরর দে নে?,
তুমি তাড়াতাড়ি উঠে যাও,তুই জলদি উঠ,
তুমি তাড়াতাড়ি উঠে যাও ,তুই জলদি উঠ ,You get up early.
আমার আর বাঁচতে ইচ্ছে করেনা জানেন,তুই জানো নে আত্তুন আর বাচিবার ইচ্ছে নো গরে,
তোই৷ জানোয়ার,তুই জানোয়ার।,
তুইতো ইবলিসকে আছিস রে ভাই! তোর খোঁজ করছিল ইবলিস। তোর নম্বরটা আমি ইবলিসকে দিয়েদিলাম,"তুই তো ইবিলিাওরে আছস ও ভাই, তরে খুজজিল ইবিলিশে।তর লম্বরগ ইবিলিসওরে দি দিলাম।",
তুই তো নবি থেকে বের হয়ে গেছো হালার পুত,তুই তো নবীরতো বারে বেশি ওইগিয়ুস গয় আলার পোয়া।,
তুইও তো প্রান বাচানোর জন্য গর্তে লুকিয়েছিলি।,তুই তো ফরান বাচাইবেল্লাই গাতত ঘইল্লিলি গুই।,
তুই ই তো ভিউজের জন্য বেশি হাইলাইট করলি আবার আরেকজনকে চুতিয়া বলিস।শুদ্ধ করে কথা বলা শিখে এর পর ভিডিও বানা।কথাও বলতে পারে না ঠিক মত আইছে ইউটিউবার,"তুই তো ভিউল্লাই বেশি হাইলাইট গরস আবার আরেকজনরে চুদিয়া হস ,শুদ্ধ গরি হতা শিখিয়েনে ভিডিও বানা ,হতা উদ্দো হইত ন ফারস আবার আইসসুছ ইউটিউবার ।",
তুই তো মাগির চেয়ে ও খারাপ,তুই তো মাগীর তুনো হারাপ।,
তুই তোর ধান্ধার জন্য এই ভিডিও বানাইছিস । কোথায় ফোনালাপ শুনা মিথ্যুক কোথাকার।,"তুই তোাওর ধান্দার লাই ভিডিও বানিয়্যুছ ,ফোনালাপ উনছ মিছাহোর হত্তুন ।",
তুই দালাল জাফর সেট,তুই দালাল জাফর।,
তুমি দুপুরে কি দিয়ে ভাত খেয়েছ,তুই দুইজ্জা ভাত হায়ও নে?,
তুমি দুপুরে কি খেয়েছ,তুই দুইজ্জা হায়ও নে?,
তুই দেশে থাকলে দেশ ধ্বংস হয়ে যাবে ।,তুই দেশত থাগিলি দেশ ধংস অইযাইবুগুই ।,
তুমি বলবা না,তুই ন হইবা,
তুই নাস্তিক,তুই নাস্তিক।,
তোই নিজেই তো একটা নাস্তিক কুত্তার বাচ্চা নিউজ করার আর জায়গা পাস না জিনিস খুঁজে পাস না বিনা ভোটে সরকার মানে কি????,"তুই নিজেই তো উজ্ঞো নাস্তিক কুত্তোর বাইচ্চে নিউজ গরিবের জায়গা ন ফছ,জিনিস তুয়াই ন ফছ। বিনা ভোডত সরকার মানে কি",
তুমি অনেক চালাক,তুই বত বড় সেয়ানা,
তুমি বোকার মতো তাকে নিয়ে ভেবে বসে থাকবে কেন,তুই বলদের ডেক্কে ইতেরে লই বই তাহিবি কিল্লাই,
তুই বান্দির পুয়া,তুই বান্দির পুয়া।,
তুই বাল জানছ,তুই বাল ঝানস,
তুই যে পতিতা প্রকাশ্যে এসে সেটাই প্রমান করলি,তুই বেষ্যা দে ইয়েন ফকাইস্যে ফমান গইজ্জুছ।,
তুই ভন্ড সালার পুত,তুই ভন্ড আলার পুয়া।,
তুই মাগি মরে যাওয়া উচিৎ। সখকত দেখ।আমাদের মত অবিবাহীত ছেলে কি নজরে আসেনি,তুই মাগির তুন মরি যন দরহার। সখ হত চা। আরার ডইল্লে আবিয়াইত্তে বেডা কি চগুত ন বাজে দে না।,
তুমি যাবে,তুই যাইবেনা,
তুমি সরকারি চাকরি করছ,তুই সরকারি চকরি গরর দে নে?,
তুই কিজাত সালাম দিছত,তুই সালাম কিল্লাই দিয়্যুস।,
তুমি এত ঘুমায় কেন,তুই সুদানির ফুয়া এত ঘুমোদ্দে কিল্লায়,
তুমি চুদির ভাইপদত্যাগ করা তাহলেই সব ঠিক হয়ে যাবে,তুই সুদির ভাই ফদত্যাগ গরা। তইলি বেগ ঠিক ওই যাইবু,
তুমি কথা বলবা না,তুই হতা ন হইবা,You won’t talk
তুমি আর কথা বলবা না,তুই হতা ন হইবা,
তুমি কথা বলবা না,তুই হতা ন হইবা,
তুমি কোন স্কুলে পড়,তুই হন স্কুলত পর,
তুই কনো কথা বলবিনা পাপোন,তুই হন‌ও হতা হ‌ইবিনা ফাফন।,
তুই হাফিজুর রহমান সিদ্দিকিরে বলস খোদা দাবি করছে তুই সালা দুনিয়ার খারাপ,তুই হাফিজুর রহমান সিদ্দিকিরে হইয়্যুছ খোদা দাবি গইজ্জি তুই আলা দুনিয়ার খারাপ।,
তই কার রে দালাল তাহেহির নাকি দেওয়ান বাগির পারলে সামনে আস দেখি তোর কতো সাহস।,তুই হার দালাল তেহেরির নাকি দেওয়ান বাগীর পাইরলে মুওন তো আয় তর তো হদিন সাহস আছে চাই।,
তুমি কানকির পোলা তুই ওয়াজ মাহফিলেও কি করস। শিশু বক্তব্য কমনে হয়।,তুই হাাঙ্কির ফুয়া ওয়াজ মাহফিলুত কিররদে,
তুমি কোন বাল ফালাইছো দেশের জন্য।ভাইরাল ধান্দা সব। তোমার চ্যানেল যেন সবাই আন সাবস্ক্রাইব করে।পর নিন্দা না করে নিজে কিছু করে দেখান দেশের জন্য।,তুই হোন বাল ফেলাইউস দেশর লায়।ভাইরাল ধান্দা বেগ।তোর সেনেল যেন বেগ্গুন সাসক্রাইব করে।ফরনিন্দা ন গরি নিজে কিসু গরি দেহা।,
তুমি কোথায় যাও,তুই হোন্ডা যাইবে,
তুইতো একটা কুত্তার বাচ্চা। তুইও নুসরাতের খুনের সাথে জড়িত ছিলি মনে হয় মাদারচোদ। নুসরাতের জলন্ত দেহ দেখে তোর চোখে পানি আসিনি।খানকির পোলা ভিডিও বানাস কাদের নিয়ে।মাদারচোদ,"তুইতো কুত্তোর বাইচ্চে। তুইও নুসরাতর খুনুত গরিত আছিলি, ফান লার মাদারিচুদ। নুসরাতর জলন্ত গা দেহিয়েরে তোর চগুত ফানি ন আইয়্যি?",
তুই তো মাল খোর তুই কি বুঝবি,তুইতো মাল হোর তুই কি বুঝিবি,
তুইতো সাবনুর ত দুরের কথা তুইতো ময়ুরীর যোগ্যনা তুই পতিতালয়ে যা,তুইতো সাবনুর ত দুরের কথা তুইতো ময়ুরীর যোগ্য নয় তুই ভাড়াত যা।,
তুমি আর আমার নেই আমি এটা মানতে পারছি না,তুতুঁই আর আঁর নাই ইয়ান মানি লত ন ফারির,
তুমি কি কাজ করো,তুমি কি কাম গরতে লাইগ?,
তুমি ভাত খেয়েছো,তুয়াই ভাত হাইউনা,
তুমি কি করো,তুয়ায় কিত্ত্যালাখগু দে,
তোমার এত ঘুম কেন,তুয়ার এত ঘুম কিল্লায় ?,
তোমার এত ঘুম আসে কেন,তুয়ার এত ঘুম কিল্লায় আয়েদ্দে,
তোমার ঘুম আসে কেন,তুয়ার ঘুম কিল্লায় আয়েদ্দে,
তোমার বয়স কত,তুয়ার বয়স হতো,
তোমার সাথে আমার জরুরি কথা আছে,তুয়ার লয় আর জরুরি হতা আছে,
তোমার সাথে আমার কথা আছে,তুয়ার লয় আর হতা আছে,
তোমাদের বাড়ি কোথায়,তুয়ারও বাড়ি হন্ডে,
তর সাথে মেয়ে কি রাজনৈতিক করে রাতে কি মেয়ে চাএদলরাজনৈতিক,তুর ওয়ারে মাইফুয়া কি রাজনীতি গরে রাতিয়ে,
তোমার কাজ আছে,তুর কাম আছে,
তোর ঘরে মা বোন নাই একদিন তোর মেয়ের সাথে এরকম হবে তখন বুঝবি লুচ্চা কোথাকার।এদেরকে ধরে ফাসি দেয়া উচিত।মনুষের সামনে মুখ দেখায় কিভাবে,"তুর ঘরত মা বইন নাই হনো দিন, তুর মাইফ্যার লয় এইল্লে অইলি বুঝিবি লুচ্চো হত্তুন। ইতারারে ধরি ফাসি অন দরহার। মাইনষুরে মুখ দেহছ কেনে?",
এই তোর নাম কোন ধোন চোদায় রাখছে পুটকি চাট গরীব বাইঞ্চোদ,তুর নাম ইয়েন হোন রাইক্ষি দে ফুন চাট ফইন্নির ফুয়া।,
তুর মার হেডা,তুর মার হেডা।,
তোর মাকে চুদি তুই ভিডিও কেটেছিস কেনো,তুর মারে চুদি ভিডিও কিল্লাই হাইট্টুছ?,
তুরা কি মানুষ,তুরা কি মানুষ,
তোরা বাল ছিরচ,তুরা বাল আরছ।,
তোরা আর মানুষ হলি না। তোদের যে মাথার ব্রেন্ড এতো তা জানতাম,"তুরা মানুষ ন অলি , তুরার মাথাত যে ব্রেন ইয়েন আগে ন জাইন্তাম ।",
"তোরা শুওরের উরশে জন্ম নেওয়া প্রজন্মরা ট্রল করতেসস কর, হেডামে তো একটা বালও ছিড়তে পারস না সরকারের। যা করবি স্রেফ কমেন্টে পারবি আরকি।",তুরা শুয়োরর উরুশত জন্ম লোয়া ফজন্ম ট্রল গরর গর হেডামত উজ্ঞ বালও ছিরিন্নফারিবি সরকারর ।উদু কমেন্টত গরিত ফারিবি দি।,
তরে কুকুরেও চৌদবেনা,তুরে কুত্তোও ন চুদিবু।,
তরে একটা ছাগলের মত দেখা জাই বন্ডার বাচ্চা,তুরে ছলর ডইল্লে লার ভন্ডর বাইচ্চে।,
তোকে ভুলে যাওয়ার জন্য আমি ভালোবাসিনি,তুরে বুলি যাইবর লাই আঁই বাল ন বাসি,
তুর মায়েরে তুই পুটকি মারিস সালা দাঁড়ি ওয়ালা গান্জা খুর,তুরে মারে তুই চুদস আলা দারিওলা গাজাহোর।,
তুলতে হবে,তুলা ফরিবো,
"তুই কৌশলে ভোট ডাকাতিকে জাস্টিফাই করছস গণধর্ষণের ঘটনার নিন্দা করার উসিলায়। তোকে শুয়োর বলবোনা, তুই বুইড়া বরাহ নন্দন।",তুুই কৌশলে ভোট ডাহাইতিরে জাস্টিফাই গইজ্জুছ গণধর্শণ্অর ঘটনার নিন্দা গরিবের উছিলায় তুরে শুয়োর ন হইয়্যুম তুই বুইজ্জে বড়া নন্দন।,
তুমরার মারে চুদি মাদারচু। তাহেরি পেক বিডিয় বানানুর জন্য।,"তুুরার মারে চুদি মাদারিচুদ ,তাহেরির ফেইক ভিডিও বানাইয়্যুস দে এতাল্লাই।",
তোমার বাবা কি করেন,তুয়ার আব্বা কি গরে?,
তোমার এত ঘুম আসে কেন,তুয়ার এতো ঘুম কিল্লায় আয়েদ্দে,
তোমার ক্যেমেরা চুরি হইচিল ভালই হইচিল।। কারন তুমি ভাল মানুষ কে নেন।। এই কানকিদের নিয়ে তোমার চ্যেনেলের কতি,"তুয়ার ক্যামেরা চুরি অইয়্যি দে গম অইয়্যি ,হারন তুই ভালা মাইনষুরে দ,এই হাঙ্কি অক্কলরে লইলি তোয়ার চেনেলর হতি।",
তোমার খাওয়া লাগবে না,তুয়ার খানা নো লাগিবো,
তোমার গলা অনেক ভালো,তুয়ার গলা বহুত বালা,
তোমার গানের গলা অনেক ভালো,তুয়ার গানর গলা বহুত বালা,
তোমার পছন্দের কয়েকটি বই কিনেছি,তুয়ার ফছন্দের কিছু বই কিন্নি,
তোমার পছন্দের বই কিনেছি,তুয়ার ফছন্দের বই কিন্নি,
তোমার পছন্দের বেশ কয়েকটি বই কিনেছি,তুয়ার ফছন্দের বেশ কিছু বই কিন্নি,
তোমার পরিবারে কে কে আছে,তুয়ার ফরিবারত হোন হোন আছে?,
তোমার ভাই কোথায় চাকরি করেন,তুয়ার বাই চকরি হদে গরে?,
তোমার ভাইকে দেখলাম,তুয়ার ভাইর দেইকখি,
তোমার মনের কথা বুঝি না,তুয়ার মনের হতা ন বুঝি,
তোমার জন্য আমার খুব কষ্ট হয়,তুয়ার লাই আর খুব কষ্ট অয়,
তোমার সাথে আমার জরুরি কথা আছে,তুয়ার লয় আর জরুরি হতা আছে,
তুমার সময় কি বাল ফালাইছে,তুয়ার সমত কি বাল ফেলাইয়্যি।,
তমার কেমন লাগে,তুয়ারতুন কেন লাগে?,
তোমাকে ছাড়া বাচবো তোমার বিয়েতেও নাচবো,"তুয়ারে ছাড়া বাইচ্চুম, তুয়ার বিয়াতো নাইচ্চুম",
তোমাকে দেখে,তুয়ারে দেহি,
তোমাকে দেখে ,তুয়ারে দেহি ,Seeing you
তোমাকে দেখে থমকে দাঁড়িয়ে ছিলাম,তুয়ারে দেহি দোর ওই তিয়ায় আছিলাম,
তোমাকে দেখলাম,তুয়ারে দেহিলাম,
তোমাকে দেখে অসুস্থ বলে মনে হচ্ছে,তুয়ারে দেহিয়েরে অসুক্কা বলি মনে ওর,
সে কিভাবে ঝিমাচ্ছে দেখ,তেঁই ক্যান গরি ঝুরার সা,
তেতুল নিয়ে শুধুমাত্র আমাদের দেশে নয় সারা উপমহাদেশেই প্রচুর ভুল ধারনা আছে,তেতুল লইয়েরে হাইল্লে আরার দেশত নোসারা উফমহাদেশতই ফ্রচুর ভুল ধারনা আসে দে,
তেতুল খেলে বুদ্ধি কমে যায়,তেতুল হাইলে বুদ্ধি অয়,
তেতুল খেলে রক্ত পানি হয়ে যায়,তেতুল হাইলে লক্ত ফানি অই যায়,
তেতুলের কচি পাতা সিদ্ধ করে পানি সেবন করলে সর্দি কাশি ভাল হয়,তেতুলের কচি পাতা সিদ্ধ গরিলে পানি হাইলে সর্দি-কাশি বালা হয়,
তেতুল এর টক দিয়ে ফুসকা খাবো,তেতুলোর টক দিয়েরে ফুসকা হাইয়ুম,
তো আমি কী করব,তো আই কিত্তাম?,
তোমাকে ছাড়া আমি ভালো নেই,তোঁআরে চারা আঁই বালা নেই,
তুমি কি করো,তোঁয়াই কিরর?,
তোমার নাম কী,তোঁয়ার নাম কী?,
তোমাকে ভালবাসি,তোঁয়ারে ভালা লাগে,
গণিত তোমার কেমন লাগে,তোঁয়াত্তুন গণিত কেন লাগে?,
তোমার ভালো না লাগলে কিছু করার নাই,তোঁয়াত্তুন গম ন লাগিলে কিচু গরার নাই,
তোমার মনে চাইলে গিয়ে না করো,তোঁয়াত্তুন মনে হইলে না গরি দ গই,
তোমার হয়ে আছি আমি তোমার হয়ে থাকবো,তোঁয়ার অই আচি আঁই তোঁয়ার অই তাইক্কম,
তোমার ওই মন আমি নিয়ে নিলাম,তোঁয়ার অই মন আঁই লই লইলাম,
তোমার হাতের লেখা অনেক সুন্দর,তোঁয়ার আতর লেহা বউত সুন্দর,
তোমার দিকে তাকিয়ে আছি,তোঁয়ার ইক্কা চাই তাক্কি,
তোমার কাজ নেই,তোঁয়ার কাম নাই?,
তোমার কি নীল আকাশ দেখতে ভালো লাগে,তোঁয়ার কি নিল আসসান চাইতো গম লাগে নে?,
তোমার কি মন খারাপ,তোঁয়ার কি মন হারাফ নে,
তােমার বাসায় বিদ্যুৎ থাকতে পারে তাই এদিকে চলে এলাম,তোঁয়ার গর অত কাআরন তাকিত ফারে এতেল্লাই ইক্কা আ গেইয়্যি গই,
তোমার গানের গলা অনেক ভালো,তোঁয়ার গানওর গলা বউত বালা,
তোমার নাম কি সামি,তোঁয়ার নাম কি সামি ?,
তোমার পছন্দের বেশ কয়েকটি বই কিনেছি,তোঁয়ার ফচন্দর বেশ কিচু বই কিন্নি,
তোমার পরিবারে কি আমায় মেনে নিবে,তোঁয়ার ফরিবার কি আঁরে মানি লইব নে?,
তোমার পরিবারে কে কে আছে,তোঁয়ার ফরিবারওত হন হন আচে?,
তোমার ছেলে অনেক দুষ্টু,তোঁয়ার ফোয়া বঊত যারগো,
তোমার সাথে নীল আকাশের নিচে বসে গল্প করতে চাই,তোঁয়ার ফোয়ারে নিল আসসান অর নিচে বই গল্ফ গইরতো চায়,
তোমার প্রিয় গান কোনটি,তোঁয়ার ফ্রিয় গান হনওয়া?,
তোমার প্রিয় বিষয় কি,তোঁয়ার ফ্রিয় বিষয় কি?,
তোমার বন্ধুদের কাছে থাকতে খুব ভালো লাগে,তোঁয়ার বন্দুওক্কলর হাচে তাইক্তো কুম বালা লাগে,
তোমার ভাই কোথায় চাকরি করেন,তোঁয়ার বাই চঁঅরি হডে গরে?,
তোমার বাবা কি করেন,তোঁয়ার বাবা কি গরে?,
তোমার মনের কথা আজ আমাকে খুলে বলো,তোঁয়ার মনোর হতা আযিয়া আঁরে কুল হ,
তোমার কন্যা আমার কোলে এসে শুধু তোমাকে খোঁজে মনে হয়,তোঁয়ার মাইয়্যা আঁর কোল অত আই শুদু তোঁয়ারে তোয়াই ফঁল্লাই,
তোমার মূল্যবান বক্তব্যের জন্য তোমাকে অনেক ধন্যবাদ,তোঁয়ার মূল্যবান বক্তব্যর লাই তোঁআরে দন্যবাদ,
তোমার জন্য আমার খুব কষ্ট হয়,তোঁয়ার লাই আঁর কুব হস্ট অই,
তোমার কথা শুনে খুব ভালো লাগলো,তোঁয়ার হতা ফুনি কুব গম লাইজ্ঞে,
তোমরা কি গল্পের বই পড়তে পছন্দ কর,তোঁয়ারা কি গল্ফর বই ফইরতো পচন্দ গরো নে?,
তোমার বন্ধুরা সত্যিই ভালো হৃদয়ের মানুষ,তোঁয়ারা বন্দুওক্কল সত্যিই বালা মনোর মানুষ,
তোমার বন্ধুরা সবাই খুব মেধাবী,তোঁয়ারা বান্দুবিওক্কল বেজ্ঞুন বর মেদাবি,
তোমাদের গ্রামের বাড়ি কোথায়,তোঁয়ারার গ্রামর বারি হডে?,
তোমাদের পরীক্ষা কবে,তোঁয়ারার ফরিক্কা হত্তে,
তোমাদের প্রিয় লেখক কে,তোঁয়ারার ফ্রিয় লেকক হন,
তোমাদের বাসা কোথায়,তোঁয়ারার বাসা হডে,
তোমাদের সকলের দোয়া চাই,তোঁয়ারার বেজ্ঞুনর দোয়া চাই,
তোমাদের জন্য কিছু করতে তো পারলামই না উল্টো পরিবারকে শেষ করলাম,তোঁয়ারার লাই তো কিচু গরিত্ ন পারি উল্ডা ফরিবারগানেরে শেষ গইরগি,
তোমাকে সেই অনুভুতির কথা বলে বুঝাতে পারবো না,তোঁয়ারে অনুবুতি ইয়ান হইয়েরে বুজাইত ন ফাইরগম,
তোমাকে আমরা দেখে নেবো,তোঁয়ারে অ্যাঁরা চ্যাঁই লইইয়্যুম,We will deal with you.
তোমাকে আমরা দেখে নেবো,তোঁয়ারে অ্যাঁরা চ্যাঁই লইইয়্যুম,
তোমাকে আমরা দেখে নেবো,তোঁয়ারে অ্যাঁরা চ্যাঁই লইইয়্যুম,
তোমাকে আমি কল দিবো না,তোঁয়ারে আঁই কল ন দিয়ুম,
তোমাকে খুব মনে পড়ছে দিব তোমায় লাল গোলাপ,"তোঁয়ারে কুব মনোত ফরের, দিয়্যুম তোঁয়ারে লাল গোলাপ",
তোমায় ছাড়া একটুও আমার ভালো লাগে না,তোঁয়ারে চারা আঁর এক্কানাও গম ন লাগে,
তোমাকে ছুয়ে দিতে চাই অনুমতি,তোঁয়ারে চুইবর লাই চাই অনুমতি,
তোমাকে দুচোখ ভরে দেখা এখনও বাকি,তোঁয়ারে দুইচোক বরি দেহা আইযো বাকি,
তোমাকে দেখে থমকে দারিয়ে ছিলাম,তোঁয়ারে দেহি দর অই তিয়ায় আচিলাম,
তোমাকে যেদিন বলেছিলাম বিয়েটা করে ফেলো,তোঁয়ারে যেদিন বিয়া গরি ফেলাইতো হইলাম,
তোমায় হৃদয়ে রাখবো সারাক্ষণ,তোঁয়ারে রিদয় অত রাইক্কম সারাক্ষণ,
তোমায় নিয়ে হারিয়ে যাবো আকাশের নীলে,তোঁয়ারে লই আঁযি যায়্যুম আসসান অর নিল অত,
তোমাকে নিয়ে আমার সব কল্পনা,তোঁয়ারে লই আঁর বেজ্ঞিন কল্ফনা,
তোমাকে কাছে এসে জড়িয়ে ধরা বাকি,তোঁয়ারে হাঁচে আই বেরাই দরা আইযো বাকি,
আপনাদের বাড়ি কোথায়,তোঁয়ারো বাড়ি হন্ডে,
তোমাদের কারো বিশ্বাস হবে না,তোও্য়ারার হনিক্কার বিশ্বাস নো অইবো,
তোমার বৌ নাকি তোমাকে সম্পত্তি বিক্রি করিয়ে ফেলতেছে,তোওয়ার বউ নাকি তোওয়ার সম্পদ বেসি ফেলাইয়ে,
তোমার সংসারের প্রয়োজন মেটানোর জন্য আমার জন্ম হয়নি,তোওয়ার সংসারত ফ্রয়োজন মিটাইবেল্লাই আই জন্ম নো লই,
তোমার সব কথা মেনে নিবো,তোওয়ার হতা মানি লইউম,
