Standard_Bangla,dialect_speech,English_translation
প্রথম দিকে আমি খারাপ ব্যবহার করতাম,পোরথোম দিক মুই খারাপ ব্যবহার করতাম,
প্রথম দেখায় কাউকে খুব সরল মনে বিশ্বাস করতে যাবেন না,পোরথোম দেহায় কাউরে ম্যালা সরল মনে বিশ্বাস করতে যাইবেন না,
প্রথমদিকে অত ভালোবাসতাম না,পোরথোমদিক অত ভালোবাস্তাম না,
প্রথমবার ঠকার পর একটা ভয় ঢুকে গেছিলো ভিতরে,পোরথোমবার ঠগার পর এউক্কা ডর ঢুইক্কা গ্যাল্লেহ ভিতরে,
প্রথমে বালিশের তলাটা হাতড়ালেন,পোরথোমে বালিশের তলে হাতাইছে,
প্রথমে আমার স্বামীর কথায় আসি,পোরথোমে মোর জামাইর কথায় আহি,
ছেলে আর কেউ না আমারই খালাতো ভাই,পোলা আর কেউ না মোর খালতো ভাই,
ছেলে এবং মেয়ে বন্ধু হতে পারে কিন্তু তারা অবশ্যই একে অপরের প্রেমে পড়বে,"পোলা আর মাইয়া দোস্তো হইতে পারে, তয় হ্যারা ঠিকই একজন আর একজনের পেরেমে পড়বে",
ছেলে ইউরোপে পড়াশোনা করে,পোলা ইউরোপে পড়াল্যাহা করে,
ছেলে এক মাস আগে বাংলাদেশে আসে এই ঈদে তাদের বিয়ে হওয়ার কথা,পোলা এক মাস আগে বাংলাদেশে আইছে এই ঈদে হ্যাগো বিয়া হওনের কথা,
ছেলে বাংলাদেশে এসে বিয়ে ঠিক করেছে,পোলা বাংলাদেশে আইয়া বিয়া ঠিক করছে,
ছেলে মেয়ে একজন আরেকজন কে প্রচন্ড ভালোবাসে,পোলা মাইয়া একজন আরেকজনরে বেমালা ভালোবাসে,
ছেলেদের পোস্ট হচ্ছে সোনার দোকান তাই খুব কম লোকই এখানে আসে,পোলাগো পোস্ট হইতেয়াছে সোনার দোকান হেইহার লইজ্ঞা কম লোকই এহানে আহে,
ছেলেদের জন্য পৃথিবীতে সব চাইতে মূল্যবান হল মেয়েদের হাসি,পোলাগো লইজ্ঞা পিরথিবিতে সব চাইতে দামী হইলো মাইয়াগো হাসি,
ছেলেটি একটি বল দিয়ে খেলছে,পোলাডা এউক্কা বল দিয়া খেলতেয়াছে,
ছেলেটি বল দিয়ে খেলছে,পোলাডা বল দিয়া খেলতেয়াছে,
ছেলেটি বাবা চাচার ভয়ে বাড়িতে কিছু বলতে পারে নাহ,পোলাডা বাপ চাচার ডরে বাড়িতে কিছু কইতে পারে না,
ছেলেটি আমার বাবার সাথে কথা বলে আমাদের বিয়ে ঠিক করেছে,পোলাডা মোর বাফের লগে কথা কইয়া মোগো বিয়া ঠিক করছে,
ছেলেটি রাস্তা দিয়ে হেঁটে যাচ্ছে,পোলাডা রাস্তা দিয়া হাইট্টা যাইতেয়াছে,
ছেলেটি তাঁর গ্রামের ছোটো একটি বিদ্যালয় থেকে পড়ালেখা করে এসএসসি পাশ করেছে,পোলাডা হ্যার গেরামের ছোডো এউক্কা ইসকুল হইতে পড়াল্যাহা কইররা মেটটিক পাশ করছে,
ছেলেটির গ্রামের বাড়ি রাজশাহীতে,পোলাডার গেরামের বাড়ি রাজশাহী,
ছেলেটির রাগ অনেক বেশী,পোলাডার ত্যাজ একছের বেশী,
ছেলেটির নানার বাড়ি বরিশালে,পোলাডার নানা বাড়ি বরিশাল,
ছেলের পরিবার থেকে মেয়ের পরিবার অনেক ভালো,পোলাডার পরিবার চাইয়া মাইয়াডার পরিবার বেমালা ভালো,
ছেলেটার ভবিষ্যতের কথা ভেবে চুপ করে আছি,পোলাডার ভবিষ্যতের কথা ভাইব্বা চুপ কইররা রইছি,
ছেলেটার সব কাজ এমন এলোমেলো হচ্ছে কেন,পোলাডার হগল কাম এইরহম আউলাঝাউলা হইতেয়াছে কির লইজ্ঞা?,
ছেলেকে খুঁজে পাওয়ার মতো শুধু উনার কাছে ছেলের পাসপোর্ট কপি ছিল একটা,পোলাডারে বিসরাইয়া পাওয়ার মতো খালি হ্যার ধারে পোলার পাস্পোর্ট কপি আল্লেহ এউক্কা,
ছেলের মা বাবা বিয়েতে রাজি হয়,পোলার মা বাপ বিয়ায় রাজি  হয়,
ছেলেরা ভালোবাসার অভিনয় করতে করতে যে কখন সত্যি সত্যি ভালোবেসে ফেলে তারা তা নিজেও জানেনা,পোলারা ভালোবাসার নাটক করতে করতে যে কহন আসলেই ভালোবাইসা হালায় হ্যারা হেইয়া নিজেও জানেনা,
পোস্ট ভালো না লাগলে এড়িয়ে যান,পোস্ট ভালো না লাগলে এড়াইয়া যান,
প্রশ্নের জবাব দিন,প্রশ্নের উত্তর দেন,
প্রিয় ফল,প্রিয় ফল,
প্রেম করে বিয়ে কিন্তু পারিবারিক ভাবেই হয়েছে,প্রেম কইররা বিয়া তয় পারিবারিক ভাবেই হইছে,
পড়তে ইচ্ছা করতেসে না আজকে,পড়তে মন চাইতেয়াছে না আইজ,
রিডিং রুমগুলো ভাগ ভাগ করা রয়েছে,পড়ার রুমগুলান ভাগ ভাগ করা রইছে,
পড়াশোনা করে কি হবে যদি তোমাকেই না পাওয়া যায়,পড়াল্যাহা কইররা কি হইবে যদি তোমারেই না পাই,
ফিরে এলাম,ফিররা আইলাম,
আবার দেখা হবে,ফিররা দেহা হইবে,
ফুটপাতে একসঙ্গে হাঁটছেন তিন মহিলা,ফুটপাতে একলগে হাঁটতেয়াছে তিনজন মাতারি,
ফুটবল আমার প্রিয় খেলা,ফুটবল আমার পিরিও খ্যালা,
ফুটবল খেলা আমার জীবনের অংশ,ফুটবল খ্যালা মোর জীবনের অংশ,
ফুটবল খেলার সময় আমি আনন্দ পাই,ফুটবল খ্যালার কালে মুই আনন্দ পাই,
ফুটবল ম্যাচে বিশ্বকাপ জয় করেছে ফ্রান্স,ফুটবল ম্যাচে বিশ্বকাপ জেতছে ফ্রান্স,
ফুটবলে তোমাদের প্রিয় দল কোনটি,ফুটবলে তোমাগো পিরিয়ো দল কোনডা?,
ফুলে ফুলে সাজিয়ে রেখেছি আমার এই মন তুমি আসলে দুজন মিলে সাজাবো জীবন,"ফুলে ফুলে সাজাইয়া রাখছি মোর এই মোন, তুমি আইলে দুইজন মিল্লা সাজামু জীবন",
ফেসবুক একটি জনপ্রিয় যোগাযোগ মাধ্যম,ফেসবুক এউক্কা জনপ্রিয় যোগাযোগ মাইধ্যম,
ফোন করে জানাল,ফোন কইররা জানাইছে,
ফোনে কথা বলছে,ফোনে কথা কয়তেয়াছে,
সিলেট থেকে ঢাকায় এসেছে,ফোয়াইবা সিলেট্টুন ধাহা আইসে,
বই কিনেছি,বই কিনছি,
বই পড়েছেন,বই পরছেন?,
বই পড়ছি,বই পড়তেয়াছি,
বইটা পাওয়া গেছে,বইডা পাওন গ্যাছে,
বইটা পাওয়া যায় কি না,বইডা পাওন যায় কিনা,
বইগুলোর দিকে তাকিয়ে ছিলাম,বইডির দিক চাইয়া আল্লাহম,
বৃষ্টি হলেও কি গাছে পানি দিতে হবে,বইশ্যাহইলেও কি গাছে পানি দেতে হইবে?,
বৃষ্টির দিনে গরম গরম খিচুড়ি আর গরু মাংস খেতে ভালো লাগে,বইষ্যা কালে গরম গরম খিচুড়ি আর গরুর গোস্ত খাইতে ভাল্লাগে,
বৃষ্টির দিনে চা খেতে ভালো লাগে,বইষ্যা কালে চা খাইতে ভাল্লাগে,
বৃষ্টির দিনে রিক্সাতে ঘুরতে ভালো লাগে,বইষ্যা কালে রিক্সায় ঘোরতে ভাল্লাগে,
বৃষ্টি বেড়ে তাপমাত্রা কমার সুখবর দিয়েছে আবহাওয়া অফিস,বইষ্যা বাইরা তাপমাত্রা কমার সুখবর দিছে আবহাওয়া অপিস,
বৃষ্টির জন্য ঢাকায় কোথাও নামাজ পড়া হবে কি,বইষ্যার লইজ্ঞা ঢাকায় কোনহানে নামাজ পড়া হইবে?,
বউ এর চোখ ছলছল,বউ এর চক্ষু ভিজা,
বউ এর চেয়ে তোমাকে বেশী সুন্দর লাগলে কিন্তু সমস্যা,বউ এর চাইয়া তোমারে ম্যালা সুন্দর লাগ্লে কোলো সমেস্যা,
বউ খাবার সময় বেশ হাসি মুখে বল্লো রান্না কেমন হয়েছে,"বউ খাওনের কালে হাসি মুহে কইলো, রান্দা কেমন হইছে?",
বউ মেকআপ তুলতে তুলতে যাবোই না আজ,"বউ মেকাপ উডাইতে উডাইতে, যামুই না আইজগো",
বউ হারালে বউ পাওয়া যায় কিন্তু বন্ধুকে টাকা দিলে সেটা আর ফেরত পাওয়া যায় না,"বউ হারাইলে বউ পাওয়া যায়, তয় দোস্তোরে টাহা দেলে হেইডা আর ফেরত পাওয়া যায় না",
বউয়ের জন্য আর বন্ধুদের মাঝে মুখ দেখানোর উপায় নাই,বউয়ের লইজ্ঞা আর দোস্তোগো মাঝে মুখ দ্যাহাইন্নার উপায় নাই,
স্ত্রী ধারণা স্বামী পরকীয়ায় আছে,বউর মনে হয় জামাই পরকীয়ায় আছে,
বউকে ভালোবাসতে শিখুন কিন্তু কার বউ সেটা দেখার বিষয় না,"বউরে ভালোবাসতে শেখেন,তয় কার বউ হেইডা দেহার ব্যাপার না",
বল দিয়ে খেলছে,বল দিয়া খেলতেয়াছে,
বাংলাদেশ ক্রিকেট দল শক্তিশালী দলের মধ্যে একটি,বাংলাদেশ ক্রিকেট দল শক্তিশালী দল গুলানের মইধ্যে এউক্কা,
বাংলাদেশ গ্রামপ্রধান দেশ,বাংলাদেশ গেরাম পরধান দেশ,
বাংলাদেশী মেয়েটি পরিবার সহ নিউজিল্যান্ড থাকে,বাংলাদেশি মাইয়াডা পরিবার লইয়া নিউজিল্যান্ড থাহে,
বাংলাদেশে জনপ্রিয় সবজির অন্যতম লাউ যেটি এখন প্রায় সারা বছরই পাওয়া যায়,"বাংলাদেশে জনপ্রিয় সবজির অন্যতম কদু, হেইডা এহন পেরায় হারা বচ্ছরই পাওয়া যায়",
বাংলাদেশে বিভিন্ন দুর্যোগপ্রবণ অঞ্চল রয়েছে,বাংলাদেশে বিভিন্ন দুর্যোগপোরবণ অঞ্চল আছে,
বাংলাদেশে আমাকে সবাই আমার ডাক নামে চিনে,বাংলাদেশে মোরে হগলডি মোর ডাক নামে চেনে,
বাংলাদেশের জনপ্রিয় ফুটবলারগুলি অনেক উচ্চ মানের খেলোয়াড়,বাংলাদেশের জনপ্রিয় ফুটবলারগুলান অনেক উচু মানের খেলোয়াড়,
বাংলাদেশের জনসংখ্যার অর্ধেকই নারী,বাংলাদেশের জনসংখ্যার আধখানই মাতারি,
বাংলাদেশের প্রধানমন্ত্রীর নাম কি,বাংলাদেশের পরধানমন্ত্রীর নাম কি?,
বাংলাদেশের বর্তমান প্রধানমন্ত্রী শেখ হাসিনা,বাংলাদেশের বর্তমান পরধানমন্ত্রীর নাম শেখ হাসিনা,
বাংলাদেশের শীতকালটা লাউ চাষের জন্য বেশি উপযোগী,বাংলাদেশের শীতকালডা কদু চাষের লইজ্ঞা বেমালা উপযোগী,
বেঁচে আছেন,বাইচ্চা আছেন?,
বের হবে,বাইর হোবা?,
বাইরে বের হবে,বাইরাই বাইর হোবা?,
বাইরে বেশ কিছু মানুষ ঘুরে বেড়াচ্ছে,বাইরের গোডা চাইরে মানু ঘুইরা বেরাইতাছে,
,বাচ্চা কানতেয়াছে খাওন খাওয়ায়ো,"The kids are crying, feed them."
বাচ্চা কাঁদছে খাবার খাওয়াও,বাচ্চা কানতেয়াছে খাওন খাওয়ায়ো,
বাচ্চা কাঁদছে খাবার খাওয়াও,বাচ্চা কানৃদে,
বাজার থেকে চাবি বানানোর লোক আনালেন,বাজারে গোনে চাবি বানাইন্নার মানু আনাইছে,
বাধ্য হয়ে ছেলে মেয়ে নিজেদের ইচ্ছায় বিয়ে করে নেয়,বাধ্য হইয়া পোলা মাইয়া নিজেগো ইচ্ছায় বিয়া কইরা লয়,
বানানোর কি দরকার ছিল,বানাইন্নার কি দরকার অ্যালেহ?,
বানানোর কি দরকার,বানাইন্নার কি দরকার?,
বাবা খুব করে চাচ্ছিল যেন আমি বাসায় যাই,বাপ ম্যালা চাইতেয়াছেলে যেন মুই বাড়ি যাই,
বাপরে বাপ কত বড়ো মিছিল,বাপরে বাপ কত্তোর মিছিল,
বাবা কি করেন,বাপে কি করে?,
বাবার মুখের দিকে তাকিয়ে কেমন জানি একটা শূন্যতা অনুভব করলাম,বাপের মোহের দিকে চাইয়া কেমন জানি এউক্কা ফাঁকা ফাঁকা অনুভব করলাম,
বাবা হিসেবে ছেলেকে ভালবাসে অনেক,বাফ হিসাবে পোলারে ভালবাসে ম্যালা,
বাবার টাকার উপরে বসে খায় নেশা করে প্রতিদিন ঝগড়া তার নিয়মিত কাজ,"বাফের টাহার উফর বইয়া খায়, নেশা কইররা পেরতেকদিন কাইজ্যা হ্যার নিয়মিত কাম",
বাবার কাছে আমার মায়ের নামে অনেক উল্টা পল্টা কথা বলে,বাফের ধারে মোর মায়ের নামে ম্যালা আউল ফাউল কথা কয়,
বাবু খেয়েছো বলার মানুষটা নেই বলে আজ আমি এতো রোগা,বাবু খাইছো কওয়ার মানুডা নাই দেইখ্যা আইজও মুই এত হুগনা,
বার্সেলোনা ফুটবল ক্লাব খুব জনপ্রিয়,বার্সেলোনা ফুটবল কেলাব খুব জনপ্রিয়,
বাসায় গতকাল চুরি হয়েছে,বাসায় গতকাইল রাইতে চুরি হইছে,
বাসে করেই তাঁকে রওনা দিতে হলো,বাসে কইররাই হ্যারে রওনা দেতে হইছে,
বাস থেকে যখন নামলেন তখন সকাল হয়ে গেছে,বাসে গোনে যহন নামছে তহন বেইন্নাহাল হইয়া গ্যাছে,
বাহ্ এমন খেলা বহুদিন দেখিনি,বাহ এইরহম খ্যালা ম্যালাদিন দেহিনাই,
বাড়িতে আসার সময় হয়ে গেছে,বাড়ি আওয়ার সোমায় হইয়্যা গেছে,
বাড়ীতে বললাম আমি এই বিয়েতে রাজি,বাড়ি কইলাম মুই এই বিয়ায় রাজি,
বাসায় কাকে জানাবো কিভাবে জানাবো বুঝতেছিনা,বাড়ি কারে জানামু ক্যামনে জানামু বোঝতেয়াছি না,
বাড়ি কোথায়,বাড়ি কোম্মে,
বাড়ি থেকে ছেলে দেখা শুরু করলো,বাড়ি গোনে পোলা দ্যাহা শুরু করছে,
বাসায় ভয়ে বলতে পারছি না,বাড়ি ডরে কইতে পারতেয়াছি না,
বাসায় যাওয়ার পথে ফ্লাইওভার দেখে হাবিব অবাক হয়ে গেল,বাড়ি যাওয়ার পথে ফেলাইওভার দেইকখা হাবিব অটাশ হইয়া গ্যাছে,
বাসায় ছেলে ছিল এবং তার পরিবারের সমস্ত সদস্যরা ছিল,বাড়িতে পোলা আল্লেহ আর হ্যার পরিবারের হগলডি আল্লেহ,
বাসায় আমি ছাড়া কেও কিছু জানে না,বাড়িতে মুই ছাড়া কেউ কিছু জানে না,
বাহিরে প্রচুর গরম পড়েছে,বায়রায় একছের গরম পরছে,
বিদেশে গেছিলাম,বিদেশ গেল্লাহম,
,বিদেশ ঘোরতে যাওয়া মোর স্বপ্ন,Traveling abroad is my dream.
বিদেশে ঘুরতে যাওয়া আমার স্বপ্ন,বিদেশ ঘোরতে যাওয়া মোর স্বপ্ন,My dream is to travel abroad
বিদেশে ঘুরতে যাওয়া আমার স্বপ্ন,বিদেশ ঘোরতে যাওয়া মোর স্বপ্ন,
বিদেশ ঘুরতে যাওয়া আমার স্বপ্ন,বিদেশ ঘোরতে যাওয়া মোর স্বপ্ন,
বিদেশ চলে যাবে,বিদেশ চইল্যা যাইবে,
বিদেশ থাকে,বিদেশ থাকে,
বিদ্যুৎ ছাড়া না হয় থাকা যায় কিন্তু পানি ছাড়া কিভাবে থাকে মানুষ,বিদ্যুৎ ছাড়া তও থাহা যায় তয় পানি ছাড়া ক্যামনে থাহে মানু,
বিদ্যুৎবিহীন ঘরে মােমবাতি জ্বেলে বসে আছি,বিদ্যুৎছাড়া ঘরে মোম জ্বালাইয়া বইয়া রইছি,
সকালে উঠেই চা খাওয়ার অভ্যাস,বিন্নাহালে উইঠাই চা খাওনের অভ্যাস,
বিপদ বলে কয়ে আসে না,বিপদ বইল্লা কইয়া আহে না,
বিভিন্ন ফলের মধ্যে পেয়ারা অন্যতম জনপ্রিয় ফল,বিভিন্ন ফলগুলার ভিত্রে হোবরি অন্যতম জনপ্রিয় ফল।,
বিয়েতে ছেলে পক্ষ দাবি করেছিল দুটি সোনার জিনিস চাই মেয়ে পক্ষ তাতেই রাজি হয়ে গেল,"বিয়াতে পোলাগো পক্ষ দাবি করছেলে দুজ্ঞা সোনার জিনিস চাই , মাইয়া পক্ষ হেইয়াতেই রাজি হইয়া গ্যালো",
বিয়ের পর মোটা হবে এমন স্বপ্ন নিয়ে বেঁচে আছে হাজারো পাতলা মেয়ে,বিয়ার পর মোডা হইবে এমন স্বপ্ন লইয়া বাইচ্চা রইছে হাজারো হুগনা মাইয়া,
বিড়াল খুব আরামপ্রিয় প্রাণী,বিলাই একছের আরাম পিরিয়ো পেরানি,
বিড়ালের প্রিয় খাদ্য দুধ,বিলাইর পিরিয়ো খাওন দুধ,
বিড়াল দরজার সামনে বসে আছে,বিলোই দুয়ারের সামনে বইয়া রইছে,
বিশাল বড়ো বড়ো গাছ,বিশাল এত্তোর এত্তোর গাছ,
বিশাল ক্যাচাল লেগে যেতো,বিশাল কাইজ্জা লাইজ্ঞা যাইতে,
বিশ্বাস করো,বিশ্বাস করো,
বিয়ে করার পাঁচ বছর পর এখন আমি স্মার্ট হইসি,বিয়া করার পাছ বছর পর এহন মুই এস্মার্ট হইছি,
,বিয়া হরছে মোর ছোট ভাই,My little brother got married.
বিয়ে করেছে আমার ছোট ভাই,বিয়া হরছে মোর ছোট ভাই,
বিবাহিত জীবনে সুখে থাকুন,বিয়াইত্যা জীবনে সুখে থাহেন,
বিয়েটা ওই দেশে করতে চেয়েছিল মেয়ে কিন্তু ছেলের ইচ্ছা বাংলাদেশে এসে দুজন বিয়ে করবে,বিয়াডা ঐ দ্যাশে করতে চাইছেলা মাইয়া তয় পোলার ইচ্ছা বাংলাদেশে আইয়া দুইজন বিয়া করবে,
বিয়ের আগে খালামুনিই আমাকে বড় করছে,বিয়ার আগে খালাই মোরে বড় করছে,
বিয়ের সময় বলছিলো বরের বাড়ি আছে,বিয়ার কালে কইছেলে জামাইর বাড়ি আছে,
বিয়ের সময় বলছিলো ছেলে শিক্ষিত ঢাকায় চাকরি করে,বিয়ার কালে কইছেলে পোলা শিক্ষিত ঢাহায় চাকরি করে,
বিয়ের পর তুমি বদলে গেছো,বিয়ার পর তুমি পাল্ডাইয়া গেছো,
বিয়ের প্রথম তিন মাস ভালোই চলছে,বিয়ার পরথোম ৩ মাস ভালই চলছে,
বিয়ের এক বছরের পরপরই ওদের মেয়ে হয়,বিয়ার ১ বছরের পরেই অগো মাইয়া হইছে,
বিয়েতে আমার মত নাই,বিয়ায় মোর মত নাই,
দাদি অবাক চোখে আমার দিকে তাকালেন,বু অটাশ চোখে মোর দিক চাইলো,
বোন আমাকে অনেক ভালোবাসে,বুইন মোরে বেমালা ভালোবাসে,
বোনকে আমি অনেক ভালোবাসি,বুইনরে মুই অনেক ভালোবাসি,
বোনের কি বিয়ে হয়ে গেছে,বুইনের কি বিয়া হইয়া গেছে?,
বোনের বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,বুইনের বাড়ির ধারে রাস্তার পাশে এউক্কা ফুলের দোহান,
বোনকে বাসায় পাঠিয়ে দিয়েছি,বুইনেরে বাড়ি পাডাইয়া দিছি,
বুদ্ধি পাকিয়ে তোলে লেখাপড়া গিলিয়ে,বুদ্ধি পাহাইয়া উডায় লেহাপড়া গিলাইয়া,
দাদির কাছে একটা পুরাতন সিন্দুক আছে,বুর ধারে এউক্কা পুরান সিন্দুক আছে,
বৃষ্টির দিনে কি বারান্দার গাছে পানি দেওয়ার প্রয়োজন আছে,বৃষ্টির দিনে কি বারান্দার গাছে পানি দেওয়ার দরকার আছে?,
সকালে কিছু খেতে ভালো লাগে,বেইনাহালে কিছু খাইতে ভালো লাগে,
সকালে কিছু খেতে ভালো লাগে,বেইনাহালে কিছু খাইতে ভালো লাগে,
সকালে কিছু খেতে ভালো লাগে না,বেইনাহালে কিছু খাইতে ভালো লাগে না,I don’t feel like eating anything in the morning.
সকালে কিছু খেতে ভালো লাগে না,বেইনাহালে কিছু খাইতে ভালো লাগে না,
সকালে কিছু খেতে ভালো লাগে না,বেইনাহালে কিছু খাইতে ভালো লাগে না,
সকালে নাস্তা করে স্কুলে যাই,বেইনাহালে নাস্তা কইররা স্কুলে যাই,
সকালে নাস্তা করে স্কুলে যাই ,বেইনাহালে নাস্তা কইররা স্কুলে যাই ,I have breakfast and go to school.
সকালে নাস্তা করে স্কুলে যাই না,বেইনাহালে নাস্তা কইররা স্কুলে যাই না,
সকালে ঘুম থেকে উঠার পর আমি ভালো কাজে পর্যাপ্ত সময় ব্যয় করতে চাই,বেইন্না কালে ঘুম গোনে ওডার পর মুই ভালো কামে বেমালা সময় দেতে চাই,
সকালবেলা কাজ করো,বেইন্নাকালে কাম হর,
সকালে ফুটবল খেলেছি,বেইন্ন্যা কালে ফুটবল খেলেছি,
লোকটি ফোনে কথা বলছে,বেডাডা ফোনে কথা কইতেয়াছে,
লোকটি ফোনে কথা বলছে,বেডাডা ফোনে কথা কয়তেয়াছে,
মহিলার বয়স হবে আশী এর উপরে,বেডির বয়স হইবে ৮০ এর উপ্রে,
মেধাবী ছিলাম,বেধাবী আছিলাম,
সব কথা মুখে বলে দেওয়া যায়না,বেবাক কথা মোহে কইয়া দেওয়া যায়না,
সব মিলিয়ে তার খুব আনন্দ হচ্ছিল,বেবাক মিলাইয়া হ্যার বেমালা মজা হইতেয়াছেলে,
সব শুনে আমি বললাম,বেবাক হুইননা মুই কইলাম,
সবাই ড্রয়িংরুমে বসছে,বেবাকডি হাইত্নায় বইছে,
সবাইকে স্বাগতম,বেবাকেরে স্বাগতম,
সবাই একসময়ে একসাথে আছি,বেবাগডি একসময় একলগে আছি,
অনেকগুলো কবুতর আকাশে উড়ছে,বেমালা কইতোর আকাশে ওড়তেয়াছে,
খুব বেশি কিছু বলবো না কারন আবেগে চোখে পানি চলে আসছে,বেমালা কিছু কমু না কারণ আবেগে চোখে পানি চইল্যা আইছে,
অনেকগুলো রাশিয়ান শব্দ শিখেছিলাম,বেমালা গুলা রাশিয়ান শব্দ শেখছিলাম,
অনেক দূরের পথ,বেমালা দুরের পথ,
অনেকগুলো নতুন বই দেখে আমি অবাক হয়ে বললাম,বেমালা নতুন বই দেইকখা মুই অটাশ হইয়া কইলাম,
অনেক পরিচিত লোকজন আছেন,বেমালা পরিচিত মানু আছে,
অতিরিক্ত পানি পেয়ে গাছগুলো মরে যাবে না তো,বেমালা পানি পাইয়া গাছগুলা মইরা যাইবে না তো?,
বেশ কয়েক বার তাকে সু্যোগ দেয়া হয়,বেমালা বার হ্যারে সুযোগ দেওয়া হইছে,
মেয়েটি বেয়াদব,বেমালা বেদ্দপ,
মেয়েটি বেয়াদব ,বেমালা বেদ্দপ ,The girl is rude
অনেক মেধাবী ছিলাম,বেমালা বেধাবী আছিলাম,
খুবই বড়ো লাইব্রেরি সন্দেহ নেই ব্যবস্থাও খুব ভালো,"বেমালা বড় লাইব্রেরি সন্দেহ নাই, ব্যবস্থাও ম্যালা ভালো",
অনেক বড়লোক হতে চাই,বেমালা বড়লোক হইতে চাই,
অসম্ভব ভাল ছবি,বেমালা ভালো ছবি,
অনেক ভালো লাগে,বেমালা ভালো লাগে,
অসম্ভব ভালো লিখেছেন,বেমালা ভালো ল্যাখছেন,
প্রচণ্ড মাথা ব্যথা করছিলো,বেমালা মাথা ব্যাথা করতেয়াছেলে,
অনেক শিক্ষার্থী নতুন ভর্তি হয়েছে,বেমালা শিক্ষার্থী নতুন ভর্তি হইছে,
বেশি শীতও না আবার বেশি গরমও না এমন আবহাওয়া লাউ চাষের জন্য উত্তম,বেমালা শীত না আবার বেমালা গরমও না এরহম আবহাওয়া কদু চাষের লইজ্ঞা ভালো,
খুব সুন্দর,বেমালা সুন্দর,
কত সুন্দর তুমি প্রেমে পড়েছি আমি,"বেমালা সুন্দর তুমি, পেরেমে পড়ছি মুই",
অনেকবার সবাই কথা বলেছে বোঝাতে চেয়েছে যে কি সমস্যা কিন্তু কোনো সমাধান হয়নি,বেমালাবার হগলডি কথা কইছে বুজাইতে চাইছে যে কি সমেস্যা তয় কোন সমাধান হয়নাই,
বেলা করে ঘুমায়,বেলা কইররা ঘুমায়,
বেশি লম্বা না,বেশি উচা না,
বেশি পছন্দ করি,বেশি পছন্দ করি,
বেশী কথা আমার পছন্দ না,বেশী কতা মোর পছন্দ না,
সকাল হয়ে গেছে,বেয়ান হইয়া গ্যাছে,
বুঝতেছিনা কি করবো আমি,বোঝতেপারতেয়াছিনা কি করমু মুই,
ডাকবেন না,বোলাইবেন না,
ব্যস্ত একটি দিন কাটালাম,ব্যস্ত এউক্কা দিন কাডাইলাম,
বিষয়টি আসলেই দুশ্চিন্তার,ব্যাপারডা হাসাইয়ো চিন্তার,
ব্রাজিল ফুটবল দল একটি শক্তিশালী দল,ব্রাজিল ফুটবল দল এউক্কা শক্তিশালী দল,
ব্রাজিল ফুটবল দল বিশ্বসেরা,ব্রাজিল ফুটবল দল বিশ্বসেরা,
ব্রাজিল ফুটবল দল বিশ্বকাপ চ্যাম্পিয়ন,ব্রাজিল ফুটবল দল হইলে বিশ্বকাপ চ্যাম্পিওন,
ব্রাজিল ফুটবলের সেরা দল,ব্রাজিল হইলে ফুটবলের সেরা দল,
বড়ো বোন কিছু পেয়ারা কিনল,বড় বুইন কয়ডা হোবরি কেনছে,
বড় বোন আমাকে অনেক ভালোবাসে,বড় বুইন মোরে বেমালা ভালোবাসে,
বর বোনকে আমি অনেক ভালোবাসি,বড় বুইনরে মুই অনেক ভালোবাসি,
বড় বোনের কি বিয়ে হয়ে গেছে,বড় বুইনের কি বিয়া হইয়া গেছে?,
বড়ো বোনের ঘরে তার জন্যে ছোটো খাট দেওয়া হলো,বড় বুইনের ঘরে হ্যার লইজ্ঞা ছোডো খাট দেওয়া হইছে,
বড়ো বোনের জন্য কিছু পেয়ারা কিনল,বড় বুইনের লইজ্ঞা কয়ডা হোবরি কেনছে,
বড় ভাইয়ের নাম কি,বড় ভাইয়ের নাম কি?,
বড়ো মামা বিদেশ থেকে এসেছেন,বড় মামা বিদেশে গোনে আইছে,
বয়স আমার তখন ষোলো তে পড়লো,বয়স মোর তহন ১৬ তে পড়ছেলে,
বয়স সবে চার বছর পূর্ণ হলো,বয়স হবায় চাইর বছর পুরা হইছে,
ভাই কোথায় চাকরি করেন,ভাই কম্মে চাকরি করে?,
ভাই/ভাইয়া কী করছেন,ভাই কি হরেন,
ভাই তখন পড়তে বসে,ভাই তহন পড়তে বহে,
ভাইকে দেখলাম,ভাইরে দেখলাম,
ভাইয়ের নাম কি,ভাইয়ের নাম কি?,
ভাত খাব,ভাত খামু,
ভাত বাঙালির বহুকালের প্রিয় খাদ্য,ভাত বাঙ্গালির বহুকালের প্রিয় খাওন,
ভাত রান্নার পাত্রটি শক্ত করে ঢেকে রাখতে হবে,ভাত রান্ধার পাইলাডা আইট কইরা ঢাইকা থুইতে হইবে,
ভাবছি আপন লোক কি এমনই হয়,ভাবতেয়াছি আফোন মানু কি এরহম হয়?,
ভারতীয় হয়েও যেন কোথাও আমি বাংলাদেশি অনুভব করছি,ভারতীয় হইয়াও যেন কোম্মে মুই বাংলাদেশি অনুভব করতেয়াছি,
