Standard_Bangla,dialect_speech,English_translation
এই বাংলাদেশে ঐ সম্প্রদায়ের বিচার করার সাধ্য কি আর আফার আছে?? এই মুক্তি দেশের জন্য অশনি সংকেত হয়ে ধরা দিবে।আর হেন দুরা আরো বেশী আস্কারা পেয়ে যাবে।,ঔ বাংলাদেশও ঔ সম্প্রদায়ের বিচার করবার সাধ্য কিতা আর আফার আসে নি?? ঔ মুক্তির দেশর লাগি অশনি সংকেত ওইয়া ধরা দিব।আর হেন দুরা আরো বেশী আস্কারা ফাই যাইব।,
ষড়যন্ত্রকারীদের কি হবে ? এবং তার যে মানহানী হয়েছে তার ক্ষতিপূরণ কে দিবে ?,ষড়যন্ত্রকারীর কিতা অইব? আর তার যে মানহানী ওইসে তার ক্ষতিফুরণ কে দিব ?,
বিজ্ঞানের কোন চ্যাপ্টারে ধর্মের বিষয়ে আলোচনা আছে? দেশের কলাবিজ্ঞানীগণ যদি একটু জানাতেন উপকার হত।,বিজ্ঞানর কুন চ্যাপ্টার ধর্মর বিষয়ে আলোচনা আসে? দেশর কলাবিজ্ঞানীহক্কল যদি একটু জানতা উফকার ওইত।,
উনার নিরাপত্তা নিশ্চিত করতে হবে। মৌলবাদীরা চাপাতি নিয়ে আসবে,তান নিরাফত্তা নিশ্চিত করতে অইব। মৌলবাদীহক্কল চাফাতি লইয়্যা আইব,
রাতারাতি গ্রেপ্তার ই বা করা হয়েছিলো কেনো ? সফট টার্গেট বলে ?,রাতারাতি গ্রেপ্তার ই বা করা ওইসিল কেনে? সফট টার্গেট কইয়্য?,
কত বড় বিজ্ঞানী হয়ে গেল হায়রে বাংলাদেশ আজ যদি মুসলমান হত কেউ রাস্তায় নামতে পারত না বতর্মান সরকারের আমলে সাধারণ জনগণ ভালো করে জানে হিন্দু অবমাননা ধর্ম কটাক্ষ করেও ছাড়া পায় হাস্যক্কর,কত বড় বিজ্ঞানী ওই গেল হায়রে বাংলাদেশ আইজ যদি মুসলমান ওইতো কেউ রাস্তাত নামতে ফারত না বতর্মান সরকারোর আমলো সাধারণ জনগণ বালা করিয়া জানে হিন্দু অবমাননা ধর্ম কটাক্ষ করিয়াও সারা ফায় হাস্যইক্কর,
মূল চক্রান্তকারী আর উক্ত শিক্ষার্থীদেরকে তদন্তের আওতায় নিয়ে আসা হোক।,মূল চক্রান্তকারী আর উক্ত শিক্ষার্থীইন্টর তদন্তর আওতাত লইয়্যা অওয়া হোউক।,
পুরা রমজান মাস জেলে থাকা উচিত ছিলো,ফুরা রমজান মাস জেলও থাকা উচিত আসিল,
"কিন্তু আমাদের পুলিশ ভাইয়ে কি হলো,,কি প্রমাণ হলো,, কুরবানী দেওয়া হলো পুলিশ ভাইকে,,","কিন্তু আমারার পুলিশ বাইয়র কিতা ওইল,,কিতা ফ্রমাণ ওইল,, কুরবানী দেওয়া ওইল পুলিশ বাইরে,,",
"মন্ডলরা তো জামিন পাবেই,এটা স্বাভাবিক","মন্ডলরা তো জামিন ফাইবই, ওটাউ স্বাভাবিক",
"বেটা বেঁচে গেলো হিন্দু বলে, হুজুর হলে দেখতো কারাভোগ বলে।।","বেটা বাসি গেলো হিন্দু কইয়া, হুজুর অইলে দেখতো কারাভোগ কইয়া।।",
উচিত শিক্ষা সালাকে ফাসিতে ঝুলানো উচিৎ ছিল অন্য কোন মুসলিম দেশ হলে তাই করত,উচিত শিক্ষা হালারে ফাসিত ঝুলানি উচিত আসিল অন্য কুনো মুসলমান দেশ অইলে ওটাই করত,
"ভাবখানা এমন- দেশ একখান মহাবিজ্ঞানী শিক্ষক পাইছে।
আজ নাস্তিপাড়ায় আনন্দের বান।
সবকিছু আওয়ামিলীগের অবদান।","ভাবখান এমন যে দেশ একখান মহাবিজ্ঞানী শিক্ষক ফাইসে।
আইজ নাস্তিফাড়ায় আনন্দর বান।
সবতা আওয়ামিলীগোর অবদান।",
"তাহলে ওনার নামে মামলা হতো না। যেমন জাফরিককবাল স্যার। ওনি কে মামলা দেওয়াবহয় না। হুমায়ুন আজাদ,","তে তান নামও মামলা ওইতো না। যেলান জাফরিককবাল স্যার। তান রে মামলা দেওয়া ওয় না। হুমায়ুন আজাদ,",
"খুব এলার্জি না?
নিরাপরাধ মানুষটা জামিন পেয়েছে বলে তোর চুল্কানি শুরু হয়ে গেছে",খুব এলার্জি নানি? নিরফরাধ মানুষটা জামিন ফেইসে কইয়্যা তোর চুল্কানি শুরু ওই গেসে,
বেহেশত আর দোজখের দোহাই যারা দুনিয়ার শান্তি ধ্বংস তারা জানে বিজ্ঞানের মাহাত্ম্য কী।,বেহেশত আর দোজখোর দোহাই যারা দুনিয়াত শান্তি ধ্বংস তারা জানে বিজ্ঞানোর মাহাত্ম্য কীতা,
"বিজ্ঞানের শিক্ষক হিসেবে শুধু মাত্র মুমিন,মুহাদ্দিস, হুজুরদের নিয়োগের দাবী জানাচ্ছি।তাহলে এরকমটি আর ঘটবে না।","বিজ্ঞানোর শিক্ষক হিসেবে খালি মুমিন,মুহাদ্দিস, হুজুরোর নিয়োগোর দাবী জানাইরাম।তে ওলাখান আর ঘটত নায়।",
ভাগ্য ভালো ওনার খান হৃদয় মন্ডল আর যদি হৃদয় খান হত তাহলে আর জামিন পেত না,ভাগ্য বালা তান খান হৃদয় মন্ডল আর যদি হৃদয় খান ওইতো তে আর জামিন ফাইলা না নে,
"সকল মানুষ ভালো থাক, শান্তিতে থাক। কোন অমানুষ যেন মানুষের ক্ষতি করতে না পারে। চক্রান্ত কারিদের একদিন শাস্তি পেতেই হবে। সৃষ্টি কর্তা সব কিছু দেখছেন। ওখানে স্বজনপৃতি, ঘুষের কোন ব্যবস্হা নেই।","সব মানুষ বালা থাকুক, শান্তিত থাকুক। কুনো অমানুষ যেন মানুষর ক্ষতি করতে না ফারে। চক্রান্ত কারির একদিন শাস্তি ফাইতেই ওইব। সৃষ্টি কর্তা সবতা দেখুইন। ওনো স্বজনফতি, ঘুষর কুন ব্যবস্হা নাই।",
তাদের আবার টাকাদিয়ে দেখতে যেতে হবেনে।এত দরকার কি ফ্রীতে তাদের দেখাযাক।,তারারে আবার টেখা দিয়া দেখতে যাইতে ওইতো নায়।এত দরকার কিতা ফ্রীত তারারে দেখাযায়।,
"অসম্পূর্ণ রিপোর্ট। মুল ঘটনাই জানতে পারি নি। নিশ্চয়ই তিনি ধর্ম অবমাননাকর কিছু বলেছেন, বেশি পন্ডিতি জাহির করতে গিয়ে, যেমনটি আমাদের দেশের কিছু মাথামোটা বুদ্ধিজীবী (জাফরইকবাল টাইপ) সব সময় করে থাকেন।","অসম্পূর্ণ রিপোর্ট। মুল ঘটনাই জানতে ফারসি না। নিশ্চয়ই তাইন ধর্ম অবমাননাকর কিছু কইসুইন, বেশি ফন্ডিতি জাহির করতে গিয়া, জেলান আমারার দেশওর কিছু মাথামুটা বুদ্ধিজীবী (জাফরইকবাল টাইপ) সব সময় করিয়া থাকুইন ।",
"সমব্যথি! উনাদের মতো শিক্ষকের বড়োই অভাব দেশে। আজকে আমরা বিজ্ঞানী হতে পারছি না, নোবেল প্রাইজ পাই না। উনাদের মতো শিক্ষক থাকলে আমাদের দেশ জ্ঞান-বিজ্ঞানে নাম্বার ওয়ান হতো।","সমব্যথি! তারার লাখান শিক্ষকর বড়োই অভাব দেশও। আজকে আমরা বিজ্ঞানী ওইতে ফারসি না, নোবেল প্রাইজ ফেইসি না। তারার লাখানশিক্ষক থাকলে আমারার দেশ জ্ঞান-বিজ্ঞানর নাম্বার ওয়ান ওইতো।",
"কিছু দিতে পারি না তবে দেড় হাজর বছর পিছনে পরে থাকি নাই। এক সময় আধুনিক শিক্ষাও হারাম ছিল, হিন্দু বৌদ্ধ খ্রিস্টানরা এই মুর্খদের জাতে উঠিয়েছি।","কিছু দিতে ফারি না কিন্তু দেড় হাজর বসর ফিসে ফরি থাকি না। এক সময় আধুনিক শিক্ষাও হারাম আসিল, হিন্দু বৌদ্ধ খ্রিস্টানরা এই মুর্খর জাতও উঠসি।",
কারণটা তো পরিস্কার। আলেমদের সময় তাদের চেতনা জাগ্রত হয়না যে!,কারণটা তো ফরিস্কার। আলেমোর সময় তারার চেতনা জাগ্রত ওয় না যে!,
বিজ্ঞান পড়ে আপনি জাতিকে কি উপহার দিয়েছেন আর মনবতা বলতে কি বুঝেন? সুস্থ মানুষ!,বিজ্ঞান ফরিয়া আফনে জাতিরে কিতা উফহার দিসুইন আর মনবতা কইতে কিতা বুঝুইন? সুস্থ মানুষ!,
আপনি ভাই বেশি বড়াবাডি করতাছেন।,আফনে বাই বেশি বড়াবারি কোররা।,
উগ্র কম জ্ঞ্যানী শিক্ষক ও লজ্জার কারন।,উগ্র কম জ্ঞ্যানী শিক্ষক ও সরমোর কারন।,
"৫০১ নাম্বার রুমে পেছনে তেল লাগিয়ে যাও, জামিন হবে","৫০১ নাম্বর রুমোর ফিসে তেল লাগাইয়া যাও, জামিন অইব",
আপনি মুসলিম?,আফনে মুসলিম?,
গোবর আর গোমূত্র খেয়ে আলেমদের মুল্যায়ন করা যায় না,গোবর আর গোমূত্র খাইয়া আলেমোর মুল্যায়ন করা যায় না,
ধর্মান্ধ ছাত্রদের বিজ্ঞান শিক্ষককে ধর্ম সম্পর্কে প্রশ্ন করা কতবড় জ্ঞানী ব্যাক্তির কাজ আর আপনার মতো উগ্র স্বভাবের জ্ঞান পাপি তখন কোথায় ছিলেন? একটা কোরান কিতাব পড়েই কি কেউ মহা জ্ঞানী হয়ে যায়? যেখানে শত শত বিষয়েের কিতাব পড়ে জ্ঞানী হতে হয়।,ধর্মান্ধ ছাত্রদের বিজ্ঞান শিক্ষকরে ধর্ম সম্পর্কে ফ্রশ্ন করা কতবড় জ্ঞানী ব্যাক্তির কাম আর আফনার লাখান উগ্র স্বভাবর জ্ঞান ফাফি তখন কুনানো আসিল? একটা কোরান কিতাব ফড়িয়াই কিতা কেউ মহা জ্ঞানী ওই যায়? যেন শত শত বিষয়র কিতাব ফড়িয়া জ্ঞানী ওইতে ওয়।,
উগ্র কম জ্ঞ্যানী শিক্ষক ও লজ্জার কারন।,উগ্র কম জ্ঞ্যানী শিক্ষক ও সরমোর কারন।,
মূর্খের দেশে বিজ্ঞান চর্চা চলেনা।,মূর্খর দেশও বিজ্ঞান চর্চা চলে না।,
কারণ দেশ এখন হিন্দুলীগের হাতে,কারণ দেশ ওখন হিন্দুলীগর অতো,
ভাই আপনাদের বুঝতে ভুল হচ্ছে। আমি নবীকে (সালা:) ডাকাত বলি নি। কিন্তু আপনাদের কমেন্ট পড়ে মনে হচ্ছে তাই ভেবেছেন। আচ্ছা নবীর মত মহান ব্যাক্তিকে কেন আপনাদের ডাকাত মনে হয়েছে যদি একটু বুঝিয়ে বলেন তো ভাল হয়।,বাই আফনারার বুঝতে বুল হর । আমি নবীরে (সালা:) ডাকাত কইসি না। কিন্তু আফনারার কমেন্ট ফড়িয়া মনো হর তাই ভাবরা। আচ্ছা নবীর লাখান মহান ব্যাক্তিরে কেনে আফনারার ডাকাত মনো ওইসে যদি একটু বুঝিইয়া কইন তে বালা ওয়।,
কোরআনে পৃথিবী সম্পর্কে বিজ্ঞানের চাইতেও অনেক ভালো ধারণা দেওয়া আছে সেগুলু পড়াতে পারে না? ইস্লামকি তোদের ধর্মের মত কুসংস্কারাচ্ছন্ন মূর্তি পুজারি যেটা দিয়ে বাচ্চারা খেলা করে সেইটা নাকি,কোরআনর পৃথিবী সম্পর্কে বিজ্ঞানর চাইতেও বহুত বালা ধারণা দেওয়া আসে হিতা ফড়তে ফারে না? ইস্লামকি তোরার ধর্মর লাখান কুসংস্কারাচ্ছন্ন মূর্তি পুজারি যেটা দিয়া বাইনতে খেলে হিটা নি,
"কান ধরে হেডমাষ্টারের উঠ- বসের বিচার যেমন হয়নি, এইটিসহ অাগামীতে কোনটারই বিচার হবে না।।","কান ধরে হেডমাষ্টারের উঠ- বসের বিচার যেমন হয়নি, এইটিসহ অাগামীতে কোনটারই বিচার হবে না।।",
অনেক সময় শিক্ষকরা ভুল করে। উনি প্রকৃত শিক্ষা পাইলেই হইছে।,অনেক সময় শিক্ষকরা ভুল করে। উনি প্রকৃত শিক্ষা পাইলেই হইছে।,
বিচার বিভাগ প্রশ্নবিদ্ধ। সাম্প্রদায়িক মন মানসিকতাই বিচার কার্যক্রম ধংসের লক্ষণ। যারা জড়িত তাদের শাস্তির আওতাই আনা উচিত।,বিচার বিভাগ প্রশ্নবিদ্ধ। সাম্প্রদায়িক মন মানসিকতাই বিচার কার্যক্রম ধংসের লক্ষণ। যারা জড়িত তাদের শাস্তির আওতাই আনা উচিত।,
"অভিনন্দন, স্যার। অফুরন্ত শ্রদ্ধা","অভিনন্দন, স্যার। অফুরন্ত শ্রদ্ধা",
মুক্তি দেওয়ার জন্য ধন্যবাদ। মূল চক্রান্তকারীদের শাস্তির দাবি জানাচ্ছি।,মুক্তি দেওয়ার লাগি ধন্যবাদ। মূল চক্রান্তকারীর শাস্তির দাবি জানাইরাম।,
"উনি যে কেমন বিজ্ঞানের শিক্ষক তা আমাদের বোঝা হয়ে গেছে, আর জাফর ইকবাল তো সব সময় বাম পক্ষলম্বন করেন।যাই হোক মন্ডল সাহেবের শুভ বুদ্ধির উদয় হোক।।","তাইন যে কিলান বিজ্ঞানর শিক্ষক তা আমরার বোঝা ওই গেসে, আর জাফর ইকবাল তো সব সময় বাম ফক্ষলম্বন করুইন।যাই হোউক মন্ডল সাহেবোর শুভ বুদ্ধির উদয় হোউক।।",
"য়ারা ওনার মত একজন ভালো শিক্ষক ও শিক্ষা ব্যবস্থাকে ধর্মের নামে বিকৃতি করছে,,তাদের আইনের আওতায় এনে কঠিন বিচার করা হোক,,যাতে ভবিষ্যতে কাউকে ধর্মের নামে টেগ লাগিয়ে ফাঁসাতে না পারে,,,","য়ারা তান লাখান একজন বালা শিক্ষক ও শিক্ষা ব্যবস্থারে ধর্মর নামে বিকৃতি করসে,, তারারে আইনর আওতাত আনিয়া কঠিন বিচার করা হোউক,,যাতে ভবিষ্যতে কাউরে ধর্মর নামও টেগ লাগাইয়া ফাঁসাইতে না fare,,,",
", তা আপনি বলদ না গবাদি??",", তা আফনে বলদ না গবাদি??",
ষ্যাড় কে নোবেল দিয়ে জাতীয় বিশ্ববিদ্যালয়ের খতিবের দায়িত্ব দেওয়া হোক,ষ্যাড় রে নোবেল দিয়া জাতীয় বিশ্ববিদ্যালয়ের খতিবর দায়িত্ব দেওয়া হোউক,
ধর্ম টাকে কে এনেছে আপনি যদি রেকর্ড টা সুনতেন তাহলে এই প্রশ্ন করতেন না চিলের পিছেই ছুটে বেড়ান আগে সেই দিনের মোবাইল রেকর্ড শুনুন উত্তর পেয়ে যাবেন,ধর্ম টারে কে এনছে আফনে যদি রেকর্ড টা হুনতা তে ঔ ফ্রশ্ন করতা না চিলওর ফিসে ছুটিয়া বেড়ানীর আগে হো দিনর মোবাইল রেকর্ড হুনিয়া উত্তর ফাই লইবা,
বিজ্ঞান ক্লাসে ধর্ম নিয়ে কেন আলোচনা? এমন কোন অধ্যায় আছে কি বিজ্ঞান ও ধর্ম! বিজ্ঞান ক্লাসে ধর্ম নিয়ে মন্তব্য উদ্দেশ্যপ্রণোদিত।,বিজ্ঞান ক্লাসও ধর্ম লইয়্যা কেনে আলোচনা? ওলাখান কুন অধ্যায় আসে নি বিজ্ঞান ও ধর্ম! বিজ্ঞান ক্লাসও ধর্ম লইয়্যা মন্তব্য উদ্দেশ্যপ্রণোদিত।,
ইসলাম সম্বন্ধে একটা খারাপ কথাও তো বললেন না। উল্টো হযরত মুহাম্মদ কে বলেছেন মহাপুরুষ। ধর্মান্ধদের এইটা চোখে পড়েনা।,ইসলাম সম্বন্ধে একটা খারাফ মাতও কইবা না। উল্টা হযরত মুহাম্মদ রে কইবা মহাফুরুষ। ধর্মান্ধদের ওটা চোখও ফড়েনা।,
"দাবিদাওয়া ভারতের কাছে পেশ করার প্রয়োজন পড়লে ভারতীয় মুসলমানদের ঢলও সামলাতে হবে আপনাদের। পারবেন তো?? তখন সংখ্যালঘু হবেন আপনারা, আর ভারতীয় মুসলমানরা হবে সংখ্যাগুরু। পারবেন তো নিতে??","দাবিদাওয়া ভারতর কাসে ফাস করবার প্রয়োজন ফড়লে ভারতীয় মুসলমানোর ঢলও সামলাইতে ওইব আফনারার। ফারবা তো?? তখন সংখ্যালঘু ওইবা আফনারা, আর ভারতীয় মুসলমানরা ওইব সংখ্যাগুরু। ফারবা তো নিতে??",
"কল কাঠি নেড়েছে মানে কি ?
ধর্ম নিয়ে কঠুক্তি করেছে তাই তার
বিচার দাবী করেছে ৷ হিন্দু ধর্ম নিয়ে
যদি কঠুক্তি করত তোমরা কি চুপ থাকতা ?","কল কাঠি নেড়সে মানে কিতা?
ধর্ম লইয়্যা কঠুক্তি করসে অতার লাগি তার
বিচার দাবী করসে৷ হিন্দু ধর্ম লইয়্যা 
যদি কঠুক্তি করত তোমরা কিতা চুপ থাকতায়?",
দোষীদের বিচার হউক এখন !,দোষীর বিচার হউক ওখন !,
আদালতের এই সিদ্ধান্ত কে সাধুবাদ জানাই।,আদালতর ঔ সিদ্ধান্ত রে সাধুবাদ জানাই।,
"জামিনেই শেষ নয়, এখন দ্রুতগতিতে পরিকল্পনাকারীদের শাস্তি দাবি করছি","জামিনই শেষ নায়, ওখন দ্রুতগতিত ফরিকল্পনাকারীর শাস্তি দাবি কররাম",
বিজ্ঞান শিক্ষা দেওয়ার অপরাধে কারাগারে পাঠানো এটা বাংলাদেশের জন্য লজ্জাজনক,বিজ্ঞান শিক্ষা দেওয়ার অফরাধও কারাগারে ফাটানি এখটা বাংলাদেশওর লাগি লজ্জাজনক,
"কম চো**** বিলাই গাছে উঠে না!
স্যাররা আমাদের কত কথা বলতেন আমরা কিছু বলতে সাহস করতাম না।তারাই আমাদের ভুল সঠিক শিক্ষা দেয়।যখন আচরণ সীমার উরে চলে যায় তখনই মানুষ গড়ার কারিগর নামক ভুল মানুষ গুলোর নামে কথা বলতে সাহস হয়।",কম চো**** বিলাই গাছও উঠে না! স্যাররা আমরারে কততা কইতা আমরা কিছু কওয়ার সাহস করতাম না। তারাই আমরারে ভুল ঠিক শিক্ষা দেইন। যখন আচরণ সীমার উফরে যায় গি তখনই মানুষ গড়ার কারিগর নামক ভুল মানুষ গুন্তর নামও মাততে সাহস ওয়।,
মনে হচ্ছে ১৯ বছর কারাগারে ছিলেন তিনি,মনো হর ১৯ বসর কারাগারও আসলা তাইন,
ধর্ম বিজ্ঞান কে ভয় এতো পায়,ধর্ম বিজ্ঞান রে ডরায়,
আদালত এর এই সিদ্ধান্ত কে স্বাগত জানাই।,আদালতোর ঔ সিদ্ধান্ত রে স্বাগত জানাই।,
"বিজ্ঞানের বিরোধিতা কেউ করে না।ইসলাম ধর্মের বিপক্ষে বঙ্গ নাস্তিক্যবাদীদের যে বিদ্বেষ তার বিপক্ষেই কথা বলা হয়।আমরা তো জিনতত্ত্বের কথা কখনো অস্বীকার করি না,কিন্তু বাঁদর থেকে মানুষ হয় এমন তত্ত্বকে সমূলে প্রত্যাখ্যান করি।ধর্মের সাথে কখনো বিজ্ঞানের সংঘর্ষ হবে না।সংঘর্ষ হবে ধর্ম বিদ্বেষের সাথে।","বিজ্ঞানর বিরোধিতা কেউ করে না।ইসলাম ধর্মর বিফক্ষে বঙ্গ নাস্তিক্যবাদীহক্কলোর যে বিদ্বেষ তার বিফক্ষেই মাতা ওয়।আমরা তো জিনতত্ত্বর মাত কুনো সময় অস্বীকার করি না,কিন্তু বাঁদর থাকি মানুষ ওয় ওলাখান তত্ত্বর সমূলে ফ্রত্যাখ্যান করি। ধর্মর লগে কুনো সময় বিজ্ঞানর সংঘর্ষ ওইতো নায়।সংঘর্ষ ওইব ধর্ম বিদ্বেষের লগে।",
মানহানীর ক্ষতিপূরণ দেয়া হউক।,মানহানীর ক্ষতিফূরণ দেওয়া হউক।,
"রমজানের কথা,কোরানের কথা,হাদীসের কথা এসব নিয়ে কিছু সংবাদ প্রচার করুন!","রমজানের মাত ,কোরানর মাত,হাদীসর মাত ইতা লইয়্যা কিছু সংবাদ ফ্রচার করুইন!",
বাংলাদেশের শুভবুদ্ধি সম্পন্ন মানুষের প্রতিবাদ সত্যিই ভোলার নয়।।,বাংলাদেশওর শুভবুদ্ধি সম্পন্ন মানুষর প্রতিবাদ হাসাউ ভুলবার নায়।।,
ঠিক বলেছেন এই দেশে হৃদয় মন্ডল এর মত মানুষেরা সমাজে বিজ্ঞান নামের মৌলবাদ সৃষ্টি করছে।,ঠিক কইসুইন ঔ দেশ হৃদয় মন্ডলোর লাখান মানুষর সমাজ বিজ্ঞান নামর মৌলবাদ সৃষ্টি করসে।,
বিজ্ঞান বিরোধী বক্তব্য দিলে অবশ্য মুক্তি হত না।,বিজ্ঞান বিরোধী বক্তব্য দিলে অবশ্য মুক্তি ওইত নায়।,
"নাসার বিজ্ঞানী কে জামিন দিয়ে, নাসার সভাপতি ড. জাফর ইকবালের হাজতবাসের প্রবল ইচ্ছায় পানি ডেলে দিলো রাষ্ট্রপক্ষ।।
অনতিবিলম্বে তাদের নাসার সদর দপ্তরে যোগ দিবার দাবি জানাচ্ছি।।","নাসার বিজ্ঞানী রে জামিন দিয়া, নাসার সভাপতি ড. জাফর ইকবালরে হাজতবাসে খুব ইচ্ছাত ফানি ঢালী দিলো রাষ্ট্রফক্ষ।। অনতিবিলম্বে তারার নাসার সদর দপ্তরে যোগ দিবার দাবি জানাইরাম।।",
"ষার কে নোবেল প্রাইজ
দেওয়ার আহ্বান জানাচ্ছি।",ষার রে নোবেল ফ্রাইজ দেওয়ার আহ্বান জানাইরাম।,
না জেনে কখনো কিছু বলা উচিত নয়।।। আগে জানুন তার পর বলুন।।।,না জানিয়া কুনো কিছু কওয়া উচিত নায়।।। আগে জানুন তার বাদে কইন।।।,
আগে আপনাকে আইনের আওতায় আনা দরকার মনে হয়,আগে আফনারে আইনোর আওতাত আনা দরকার মনো ওয়,
যেমন কুকুর তেমন মুগুর,যেলান কুত্তা হলাখান মুগুর,
"চেতনা না থাকলে এরকমই হবার কথা।
আমাদের দেশের দিকে তাকান সর্বত্রই চেতনা পাবেন।",চেতনা না থাকলে ওলাখান ওইবারই কথা। আমারার দেশের বাইদি চাইন সব সময়  চেতনা ফাইবা।,
"পাকিস্তানের বংশধরা এখন বাংলাদেশে আছে,,পাকিস্তান রাজাকার","পাকিস্তানর বংশধ ওখন বাংলাদেশও আসে,,পাকিস্তান রাজাকার",
"নিজে এক দিন থাকেন, তাহলেই জবাব পেয়ে যাবেন।","নিজে এক দিন থাকুইন, তে জবাব ফাই লাইবা।",
শিক্ষাঙ্গনে অস্থিরতা তৈরির ষড়যন্ত্রকারিদের বিরুদ্ধে ব্যবস্থা গ্রহণ করা উচিৎ।,শিক্ষাঙ্গনে অস্থিরতা তৈরির ষড়যন্ত্রকারির বিরুদ্ধে ব্যবস্থা গ্রহণ করা উচিৎ,
যে মামলা করেছিল সে হয়তো বাংলা ভাইয়ের সদস্য হতে পারে,যে মামলা করসিল হে হয়তো বাংলা ভা বাইয়র সদস্য ওইতে ফারে,
জামিন দেওয়া ঠিক হয় নাই। এই রমজানে রুহানি সন্তানেরা আবারো কষ্ট পাবে।,জামিন দেওয়া ঠিক ওইসে না। ঔ রমজানও রুহানি সন্তান আবারো কষ্ট ফাইব।,
এই মহান উপনিবেশিক শিক্ষককে পাবনার মানুষিক রুগীদের সাইন্স শিখানোর জন্য নিয়োগ দেয়ার জোর দাবি জানাচ্ছি!!!,ঔ মহান উপনিবেশিক শিক্ষকরে ফাবনার মানুষিক রুগীর সাইন্স হিকানির লাগি নিয়োগ দেওয়ার জোর দাবি জানাইরাম!!!,
আপনি তাহলে কোর্টের ফসল,আফনে তে কোর্টর ফসল,
"ল পড়া ছাড়া কি আইনজীবী হওয়া যায়,","ল ফড়া ছাড়া কিতা আইনজীবী হওয়া যায়,",
আপনাকে প্রশ্ন করতে শিখতে হবে,আফনেরে প্রশ্ন করতে হিকতে অইব,
যার অন্তর চক্ষু নেই তার বাহ্যিক চক্ষু থাকলেও সে দেখতে পাবে না,যার অন্তরোর চোখ নাই তার বাহ্যিক চোখ থাকলেও হে দেখতে ফারত নায়,
বিজ্ঞানের সাথে ইসলামের কোন সংঘর্শ নেই। কিন্তু যখন বিজ্ঞানের নাম নিয়ে ইসলামেকে নিয়ে কটুক্তি করা হয় তখনি সমস্যা হয়। ইসলামের দুশমনেরা ইচ্ছা করে উভয়টির মাঝে সংঘর্ষ লাগিয়ে দিয়ে নিজে ভাইরাল হয়।,বিজ্ঞানোর লগে ইসলামোর কুন সংঘর্শ নাই। কিন্তু যখন বিজ্ঞানোর নাম লইয়্যা ইসলামরে লইয়্যা কটুক্তি করা ওয় তখনি সমস্যা ওয়। ইসলামর দুশমনেরা ইচ্ছা করিয়া দুইটার মাঝে সংঘর্ষ লাগাই দিয়া নিজে ভাইরাল ওয়।,
"দেশে ভালো আইন থাকলে এমন কাজ আর হবেনা, অসৎ লোকদের বিচার জোর দাবী","দেশও বালা আইন থাকলে ওলাখান কাম আর ওইতো না, অসৎ মানুইষের বিচারোর জোর দাবী",
"প্রথমবার ভুল করেছে, হৃদয় মন্ডল কে বাংলাদেশের জনগণ ক্ষমা করে দিয়েছে নেক্সট টাইমে নিজের ধর্ম নিয়ে পন্ডিত গিরি করলেই চলবে মুসলিম ধর্ম নিয়ে পন্ডিত গিরি না করাই ভালো আশা করি উনি এখান থেকে শিক্ষা নিবেন","ফ্রথমবার বুল করসে, হৃদয় মন্ডল রে বাংলাদেশওর জনগণ ক্ষমা করি ডিসুইন নেক্সট টাইমও নিজোর ধর্ম লইয়্যা পন্ডিতি করলেই চলবো মুসলিম ধর্ম লইয়্যা পন্ডিতি না করাই বালা আশা করি তাইন ওনো থাকি শিক্ষা লইবা",
এখন পাশ থেকে স্লেজিং করে অপমান করে... শিক্ষাগুরুর,ওখন ফাশ থাকি স্লেজিং করিয়া অফমান করে... শিক্ষাগুরুর,
"কোন শিক্ষকের সাথে এমন হলে, সেটা সত্যি জাতির জন্য কলংকজনক। ছেলে গুলোর বিচার হওয়া দরকার!","কুন শিক্ষকোর লগে ওলাখান ওইলে, ওটা হাসা জাতির লাগি কলংকজনক। ফুয়া গুন্তর বিচার হওয়া দরকার!",
তসলিমা নাসরিন ডাক্তার ছিলেন তুমি কি জানো না মুমিন্স?,তসলিমা নাসরিন ডাক্তর আসলা তুমি কিতা জানো না মুমিন্স?,
করোনা ভাইরাসের জন্য তৈরী ভ্যাকসিন এর মধ্যেই এই সূত্রের প্রমান আছে।দন্ত না দেখিয়ে বরং জানার চেষ্টা করো,করোনা ভাইরাসর লাগি তৈরী ভ্যাকসিনোর মাঝে ঔ সূত্রর ফ্রমান আসে।দন্ত না দেখাইয়া জানবার চেষ্টা করো,
ব্রেন কি মাথা নাকি মগজ আর সেটা হৃদপিণ্ডের ভেতরে থাকে কিভাবে আর এটা কি ডাক্তারি বিদ্যায় নাকি কোরানের বিদ্যায়।,ব্রেন কিতা মাথা না কিতা মগজ আর ওটা হৃদপিণ্ডের ভিতরে থাকি কিলান আর ওটা কিতা ডাক্তারি বিদ্যা নাকিতা কোরানর বিদ্যা।,
হ জানি কিন্তু বলবো না,ওয় জানি কিন্তু কইতাম না,
"মানুষের ব্রেন দুইটা একটি ব্রেন এ আরেকটি হার্ট এ। এইটা কিসু দিন আগের আবিষ্কার।
কুরআন এই কথা বলেসে ১৪০০ বসর আগে",মাইনুষর ব্রেইন দুইটা একটা ব্রেইন ও আরেকটা হার্ট ও। ওটা কিসু দিন আগোর আবিষ্কার। কুরআন ঔ মাতও কইসে ১৪০০ বসর আগে,
