Standard_Bangla,dialect_speech,English_translation
এবার আপনার পালা,  এইবার আপনার পালা।,
মামলা তুলে নিয়ে হয়রানি থেকে মুক্তি দেওয়া হোক,  মামলা উঠাইয়া নিয়া হয়রানি থাইকা মুক্তি দেওয়া অউক।,
"পুলিশ জানিয়েছিল জামিন অযোগ্য মামলায় তাকে গ্রেফতার করা হয়েছে জামিন অযোগ্য মামলায় কিভাবে জামিন পেল,বৈষম্য কখন দূর হবে অথচ টুকনো অজুহাতে আলেম-ওলামাদের কে কারা বন্দি করে রাখা হয়েছে","পুলিশ জানাইছিল, জামিন অযোগ্য মামলায় তারে গ্রেফতার করা অইছে। জামিন অযোগ্য মামলায় কইরা কেমনে জামিন পাইল? এই বৈষম্য কবে দূর অইব? অথচ টুকনো অজুহাতে আলেম-ওলামাদেররে কারাগারে বন্দি কইরা রাখা অইছে।",
শিক্ষক লাঞ্ছনা কারীদের বিচার চাই,  শিক্ষক লাঞ্ছনা করা লোকগুলার বিচার চাই।,
বাংলাদেশ কি বৈজ্ঞানিকদের জায়গা? বাংলাদেশ হলো আলেম-ওলামাদের জায়গা। বাংলাদেশ থেকে সব বৈজ্ঞানিকদেরকে বের করে দেওয়া হোক। আর বিজ্ঞান শিক্ষা বন্ধ করা হোক। ধর্মীয় শিক্ষা সর্বস্তরে চালু করা হোক।,বাংলাদেশ কি বৈজ্ঞানিকদের জায়গা নাকি? বাংলাদেশ অইছে আলেম-ওলামাদের জায়গা। বাংলাদেশ থেইকা সব বৈজ্ঞানিকদের বের কইরা দেওয়া হোক। আর বিজ্ঞান শিক্ষা বন্ধ করা হোক। ধর্মীয় শিক্ষা সর্বস্তরে চালু করা হোক।,
ধন্যবাদ মাননীয় প্রধানমন্ত্রী জননেত্রী দেশরত্ন শেখ হাসিনা আপনাকে ।,  ধন্যবাদ মাননীয় প্রধানমন্ত্রী জননেত্রী দেশরত্ন শেখ হাসিনা আপনে।,
"সত্য কখনও লুকিয়ে থাকে না, সত্যের জয় হো।","  সত্য কখোনো লুকাইয়া থাকে না, সত্যের জিত অউক।",
প্রকৃত শিক্ষক কখনো কোন ধর্মকে ছোট করে না। সে শিক্ষক এটা আমি মানতে নারাজ। তাে কাছ থেকে শিক্ষার্থীরা কি শিখবে? আর কিই বা শিখাবে সে?,  আসল শিক্ষক কখোনো কোনো ধর্মরে ছোট করে না। এইডা শিক্ষক আমি মানি না। তাইলে উনার কাছ থাইকা ছাত্ররা কী শিখবো? আর উনিই বা কী শিখাইবো?,
মন্ডল ভাই এবার আগের চেয়ে শতগুণ বেশি শক্তি নিয়ে ক্লাসে ফিরুন! কুলাঙ্গারদের মুখে চুন-কালি পড়ুক!,"মণ্ডল ভাই, এবার আগের চাইতে শতগুণ বেশি শক্তি লইয়া ক্লাসে ফিরেন! কুলাঙ্গারগুলার মুখে চুন-কালি পড়ুক!",
সবাই হৃদয় মণ্ডলের মুক্তিতে দেশ কলঙ্ক মুক্ত হওয়ায় বেশ উচ্ছ্বসিত অথচ আজ ১২ বছর যাবৎ ভোটের অধিকার নাই তাতে সে মোটেও কলঙ্কিত না,"  সবাই হৃদয় মন্ডলের মুক্তিতে দ্যাশ কলঙ্কমুক্ত অইছে কইয়া খুশি, অথচ ১২ বছর ধইরা ভোটের অধিকার নাই এইডায় দ্যাশের কোনো কলঙ্ক নাই!",
আজীবন জেল হওয়া উচিৎ ছিলো।,  যাবজ্জীবন জেল অউন উচিত আছিল।,
জামিন অযোগ্য মামলায় জামিন পায় কিভাবে?,  জামিন অযোগ্য মামলায় জামিন পায় কেমনে?,
বিজ্ঞান শিক্ষক বিজ্ঞান পড়াতে পড়াতে একটু ইসলাম নিয়ে খোটা মারছে। হয়তো এরকম প্রায়ই করে তাই পোলাপানেরা মোবাইল দিয়ে রেকর্ড করে করছে।,"  বিজ্ঞান শিক্ষক বিজ্ঞান পড়াইতে পড়াইতে ইসলাম নিয়া খোঁটা মারতেছে। সম্ভবত আগেও এমন করত, তাই পোলাপান মোবাইলে রেকর্ড করছে।",
"এযাহারে যা দেখলাম, যদি সত্যি৷ হয়,ফঁাসি চাই।","  যাহা দেখলাম, যদি সত্য অই, তাইলে ফাঁসি চাই।",
ভাল কাজের জন্য নিশ্চয়ই জেলে যায় নাই,  ভালো কাম কইরা তো আর জেলে যায় নাই।,
"আলিম উলামারা ১ বছর হয়েগেল কারাগারে আছেন,এই মন্ডল ১৯ দিন কারাগারে ছিল এতেই বিবিসি ও তার বন্দুরা বাতাস ছাড়তেছে আর আফসোস করতেছে।",আলিম উলামারা এক বছর অইয়া গেল কারাগারে আছেন। এই মণ্ডল ১৯ দিন কারাগারে আছিল এইতেই বিবিসি আর তার বন্ধুরা বাতাস ছাড়তাছে আর আফসোস করতাছে,
বিজ্ঞান আর ধর্মকে মুখোমুখি করে সাংঘর্ষিক হিসেবে উপস্থাপন করায় ঐ শিক্ষকের বিচার চাই।,  বিজ্ঞান আর ধর্মরে মুখোমুখি কইরা ঝগড়ার মতো দেখানোর লাইগা ওই শিক্ষকের বিচার চাই।,
দায় ভার কবে দিবেন বলেন?,"  দায়-দায়িত্ব কবে দিবেন, কন?",
এখানে এসে সমস্ত আবেগ সমস্ত মানবতা জেগে উঠে আর আলেম শিক্ষকদের ব্যাপারে যা হচ্ছে তেমন হলে তোমরা ধরাটা মাথায় তুলে নাচতে।,"এইহানে আইয়া সব আবেগ আর সব মানবতা জেগে উঠে। আর আলেম শিক্ষকদের ব্যাপারে যদি এইরকম হইত, তাইলে তোমরা ধরাডা মাথায় তুইলা নাচতা।",
শিক্ষক নামের শূকরের বাচ্চা টাকে কে বলছিল বিজ্ঞান ক্লাসে ধর্ম পড়াতে,  শিক্ষক নামের ওই লোকটারে কে কইছিল বিজ্ঞান ক্লাসে ধর্ম পড়াইতে?,
"এভাবেই হেরে যায় মানবতা আর জিতে যায় অস্থিতিশীল সৃষ্টি করা গরুজনরা, আজ আমার সংখ্যাগুরু হয়েও সংখ্যালঘু","  এইভাবেই মানবতা হারে, আর অস্থিরতা বানানো লোকজন জিতে যায়; আজ সংখ্যাগুরু অইয়াও আমি সংখ্যালঘু।",
হৃদয় মন্ডলদের মতো কুশিক্ষা প্রদানকারীরা কোমলমতি শিক্ষার্থীদের বিপথগামী করেও পার পেয়ে গেলে আরো বড় বিপদ জনগনের উচিৎ ওর বিচার করা,"হৃদয় মণ্ডলদের মতো কুশিক্ষা দানকারীরা কোমলমতি শিক্ষার্থীদের বিপথে নিয়া গিয়াও যদি পার পাইয়া যায়, তাইলে আরো বড় বিপদ অইব। জনগণের উচিৎ ওর বিচার করা।",
"ঠাকুরের জাতীয় সংগীত মানিনা, একদিন ইনশাআল্লাহ ঠাকুরের যেটা জাতীয় সংগীত হিসেবে আছে এটা বাতিল হবে পিছা দি পিডাইয়া হিন্ধুস্থান পার করমু","ঠাকুরের জাতীয় সংগীত মানি না। একদিন ইনশাআল্লাহ্‌, ঠাকুরের যেইটা এখন জাতীয় সংগীত অইয়া আছে, সেইডা বাতিল অইব। পিছা দিয়া পিডাইয়া হিন্দুস্থান পার কইরা দিমু",
"কবি নজরুল আমাদের কবি।
তুই ক্যাডারে! তুদের কবি নাথ ঠাকুর ওইদিকে যা","কবি নজরুল আমাদের কবি।
তুই ক্যাডারে? তোদের কবি নাথ ঠাকুর ওইদিকে যা",
ভালোই লিখেছেন,  ভালোই লিখছেন।,
"এদেশে বিজ্ঞান শেখানোর অপরাধে জেলে যেতে হয়।
অথচ প্রকাশ্যে ওয়াজ-মাহাফিলে দেশবিরোধী,সাম্প্রদায়িক বক্তব্য দেয়া কাঠমোল্লারা নিশ্চিতে ঘুরে বেড়ায়","এইদেশে বিজ্ঞান শেখানোর অপরাধে জেল যাইতে হয়।
অথচ প্রকাশ্যে ওয়াজ-মাহাফিলে দেশবিরোধী, সাম্প্রদায়িক বক্তব্য দিতেছে কাঠমোল্লারা নিশ্চিতে ঘুরে বেড়ায়।",
"নাস্তিকদের জামিন হবে এটাই স্বাভাবিক। এদেশে মানুষ যারা তারা নির্যাতিত,বন্দী।",  নাস্তিকগোর জামিন পাওয়া স্বাভাবিক; এই দ্যাশে মানুষজনই নির্যাতিত।,
ওরে ডিম থেরাপি দেওয়া উচিত । যা করে আর কোন দিন এই রকম চাড়ালীপনা না করে ।,"  ওরে ডিম থেরাপি দেওয়া দরকার, যাতে আর এই রকম কাণ্ড না করে।",
"তবে কি করলে উচিৎ হতো, দয়া করে বলেন ।",  তাইলে কী করলে ঠিক অইতো দয়া কইরা কন।,
"মুক্তি দেওয়ার জন্য ধন্যবাদ,,স্যারের অপমান করা হলো এবং মূল চক্রান্তকারীদের শাস্তির দাবি জানাচ্ছি।","  মুক্তির লাইগা ধন্যবাদ; স্যারের অপমান অইছে, আসল চক্রান্তকারীগোর শাস্তি চাই।",
কিছু অমানুষ আছে জোর করে ঠেলে দিয়ে কি ভাবে কারাগারে পাঠানো যায় সেই চিন্তায় বিভোর ! এই ফেইসবুকে দেখতে পাওয়া মানুষ যায় এই মানুষ রুপি অমানুষ গুলোকে ।,"কিছুকিছু অমানুষ আছে, জোর কইরা ঠেইলা দিয়া কেমনে কারাগারে পাঠানো যায় এই চিন্তায়ই বিভোর। এই ফেসবুকে দেখলেই মানুষ যায় এই মানুষরূপী অমানুষগুলারে।",
"আলেমদের ধরে নিয়ে সাজানো মামলা দিয়ে জেলে রাখছেন,আর যারা দেশকে নিয়ে ষড়যন্ত্র করে তাদের জামিনে মুক্তি দেন,আল্লাহ আপনাদের বিচাঁর করুক।আমিন","আলেমদের ধরে লইয়া সাজানো মামলা দিয়া জেল রাখতাছে, আর যারা দেশ নিয়া ষড়যন্ত্র করতাছে, তাদের জামিনে মুক্তি দিতাছে। আল্লাহ আপনাদের বিচার করুক। আমিন।",
নুহনি পুলাগর জেলে যেতে হবে এখন ।,  নুহনি পোলাপানগোর এখন জেলে যাইতে অইবো।,
আর যারা আকাম টা করছে তাদের কোন বিচার কি হবে?! বিগত দিনেতো আমরা দেখি নাই যে কারনে এসব ঘটনা বারবার ঘটতেছে।,"  যারা এই আকাম করছে, তাদের কোনো বিচার অইবো নাকি? তাই তো বারবার ঘটনা ঘটে।",
হিনদু শিক্ষকদের ওপর জুলুম নির্যাতন বন্ধ করেন ।ওদের এতো খখমতা নেই অন্য ধর্ম নিয়ে রাজনীতি করবে।,"হিন্দু শিক্ষকদের উপর জুলুম-নির্যাতন বন্ধ করেন। ওদের এত ক্ষমতা নেই, অন্য ধর্ম নিয়া রাজনীতি করবার।",
এখানে তো দেখছি সব খা-পো দের আড্ডা খানা।,  এইখানে তো দেখি সব খা-পোদের আড্ডা।,
বাংলাদেশের হাল পাকিস্তানের থেকেও খারাপ হবে,  বাংলাদেশের অবস্থা পাকিস্তানের চাইতেও খারাপ অইবো।,
"বিজ্ঞান বইয়ে এমন কোন অধ্যায় নেই যেখানে ধর্ম নিয়ে কথা বলা আছে। যদি নাই থাকে, তাহলে কেন এই শিক্ষক ধর্ম নিয়ে কথা বললেন?",  বিজ্ঞান বইয়ে ধর্ম নিয়া অধ্যায় নাই; তাইলে এই শিক্ষক কেন ধর্ম নিয়া কথা কইছে?,
"একজন অপরাদ করে জেলে গেল, মাত্র উনিশ দিনে ই মুক্তি পেয়ে গেলেন ৷কি অভাক করা বিষয়","  একজন অপরাধ কইরা জেলে গেল, ১৯ দিনেই মুক্ত কত্ত আশ্চর্য!",
"দাদাদের নির্দেশ পালনে আমরা সর্বদা বদ্ধপরিকর!

এদিকে টিপকান্ডের কোন সত্যতা পায়নি তদন্ত কমিটি!

সেই কথিত সেলিব্রিটি হিজলারা আর উগান্ডার শিক্ষামন্ত্রীরা কি ভুল স্বীকার করে হিজাব পরবেন","দাদাদের নির্দেশ পালনে আমরা সর্বদা বদ্ধপরিকর!

এদিকে টিপকান্ডের কুনো সত্যতা পায় নাই তদন্ত কমিটি।

সেই কথিত সেলিব্রিটি হিজলারা আর উগান্ডার শিক্ষামন্ত্রীরা কি ভুল স্বীকার কইরা হিজাব পরব?",
উগ্রপন্থী হিন্দু সাম্প্রদায়িক একে রিমান্ডে নিয়ে যাওয়া উচিত ছিলো,  উগ্রপন্থী সাম্প্রদায়িকটারে রিমান্ডে নেওয়া উচিত আছিল।,
"যাদের এত বছর শিক্ষা দান করছে, ওই ছাএরা যখন স্লোগান দেয়, শিক্ষকের ২ গালে জুতা মারো তালে তালে"" তখন সত্যি সমাজের বিবেক লজ্জায় নত হয়","যাদের এত বছর শিক্ষা দিচ্ছে, ওই ছাত্ররা যহন স্লোগান দেয় “শিক্ষকের ২ গালে জুতা মারো, তালে তালে” তখন সত্যিই সমাজের বিবেক লজ্জায় নত হয়",
ওনাকে কোন যুক্তিতে জামিন দিলো আদালত?,  কইন যুক্তিতে আদালত উনাকে জামিন দিল?,
"বিজ্ঞান কোরআন কে কখনো ভূল প্রমাণ করতে পারেনি, সেখানে ইসলাম কে নিয়ে কটুক্তি করা বলদের কাজ...",  বিজ্ঞান কোরআনরে ভুল প্রমাণ করতে পারে নাই; ইসলাম নিয়া কটুক্তি করা বোকামি।,
প্রমানিত দো্ষ থাকার পরেও জামিন হয় কি করে?,  দোষ প্রমাণ অইলেও জামিন কেমনে?,
ভারত থেকে হিন্দুরা চক্রান্ত করে‌ এই সব‌ উৎসাহ দিচ্ছে !!এদছের কয়েক জনকে রাম প্যঁদানি দিতে পারলে সব ঠান্ডা হয়ে যাবে,  ভারত থাইকা চক্রান্তে উৎসাহ দিচ্ছে কয়জনরে শাস্তি দিলে সব ঠান্ডা অইতো।,
এই কথিত বিজ্ঞানী কী আবিষ্কার করেছে? জাতি জানতে চায়...,  এই কথিত বিজ্ঞানী কী আবিষ্কার করছে জাতি জানতে চায়।,
ওর ফাশি চাই যদি সত্যি হয়ে থাকে,"  যদি সত্য অই, তাইলে ফাঁসি চাই।",
এতেই প্রমান হয় দেশে ন্যায় বিচার নেই। সুস্পষ্ট ভাবে ধর্ম অবমাননা করেও কোন দাদাদের জোরে হৃদয় মন্ডল দাদা জামিন পেয়ে যায় তা কিন্তু মানুষ বোঝে।,  এইডাই প্রমাণ দ্যাশে ন্যায়বিচার নাই; দাদাদের জোরে জামিন পায়।,
ষড়যন্ত্রকারীদের গ্রেফতার করা হোক,  চক্রান্তকারীগোর গ্রেফতার করা অউক।,
এদের মতো অযোগ্য এবং অথর্ব শিক্ষক শিক্ষা প্রতিষ্ঠানে সুযোগ পায় কিভাবে?,  এই রকম অযোগ্য শিক্ষক সুযোগ পায় কেমনে?,
"হালা পুঙ্গির পোলা, যে ভাবে লেখচস মনে হচ্ছে ঐবেটা মহা বিজ্ঞানি। প্রশ্ন করলে ব এর অর্থ 'ও বলতে পারবে না।","  হালা পুঙ্গির পোলা যেইভাবে লেখে, মনে অয় নিজে মহা বিজ্ঞানী; প্রশ্ন করলে কিছুই কইতে পারবো না।",
"ভাগ্যিস উনি ইসলামের বিপক্ষে কথা বলছেন, ইসলামের পক্ষে কথা বললে হয়তোবা আওয়ামী মুফতীরা এই জীবনেও মুক্তি দিত না",  ভাগ্যিস ইসলাম বিরোধী কথা কইছে; পক্ষে কইলে হয়তো মুক্তি দিত না।,
হাফেজ মাওলানা রা জেলখানায় আছে তাদের নিয়ে নিউজ করতে পারেন না দালাল মিডিয়া,"  হাফেজ-মাওলানারা জেলে, দালাল মিডিয়া নিউজ করে না।",
"সত্যের জয় হয় দেরিতে হলেও এটাই সত্য,,",  সত্যের জিত দেরিতে অইলেও অইয়াই যায়।,
জাতির মাঝে বিভাজন তৈরি হলে শাসকদের বেশ সুবিধা হয়,  জাতির ভেতর বিভাজন অইলে শাসকগোর সুবিধা।,
একটিবার ও একটা নিদিষ্ট জাতির লোকদের বলতে শুনলাম না যে উনি যদি কুটক্তি করে থাকে অবশ্যই তার শাস্তি হোক,  একবারও কেও কইলো না কটুক্তি কইলে শাস্তি অউক।,
বাংলাদেশের মাথামোটা কথিত বিজ্ঞানবিদরাই বিজ্ঞানকে ধর্মের বিপরীতে দাঁড় করাতে চায়!,  বাংলাদেশের কথিত বিজ্ঞানবিদরাই বিজ্ঞানরে ধর্মের বিপক্ষে দাঁড় করায়।,
অথচ আমির হামজারা মুক্তি পায় না এটাই বর্তমান বাস্তবতা,  অথচ আমির হামজারা মুক্তি পায় না এইটাই বাস্তবতা।,
কি আর হবে?? তার বাড়ীতে পুলিশ বসিয়ে তাকে প্রেসিডেন্টের সম্মান দেয়া হচ্ছে,  আর কী অইবো? বাড়িতে পুলিশ বসাইয়া সম্মান দিতেছে।,
আমি ভাবছি ঐ ছাত্র গুলো আবার কিভাবে হৃদয় মন্ডলের নিকট লেখাপড়া করবে ?,  আমি ভাবতেছি ওই ছাত্ররা আবার কেমনে উনার কাছে পড়বো?,
"মুসলিম নামদ্বারি ধর্ম নিয়ে অজ্ঞতাপূর্ণ অনেকের কমেন্ট দেখে অবাক হচ্ছি এই জন্যে যে, এরা ইসলাম ধর্মের কিছুই জানেনা৷
আর তাওহিদের বেলায় এদের অবস্থা খুবই খারাপ",   মুসলিম নামধারীদের অজ্ঞ কমেন্ট দেইখা অবাক; ইসলাম আর তাওহিদ নিয়া অবস্থা খারাপ।”,
১৯ দিন জেল খেটেছে ঠিক আছে তো কামোদিনি পালের বিচার কি হবে??,  ১৯ দিন জেল খাইছে ঠিক; কামোদিনি পালের বিচার কী অইবো?,
"জামিন কেন দিলো,,,,,,,এতেই বুঝা যায় দেশটা ভারতের ইশারায় চলে",  জামিন ক্যান দিল এইডায় বোঝা যায় দ্যাশ ভারত ইশারায় চলে।,
"উচিৎ শিক্ষা হয়েছে
আর কখনো ধর্ম নিয়ে বাজে কথা বলতে সাহস পাবে না",   উচিত শিক্ষা অইছে; আর ধর্ম নিয়া বাজে কথা কইতে সাহস পাইবো না।”,
"সে জামিন পেয়েছে,, আর সবায় কমেন্ট শুরু করেছে বিচারক হয়ে,,,যে শিক্ষক ধর্ম ও বিজ্ঞান এর তফাত করে আলোচনা করতে পারে না, তার শিক্ষক থাকার দরকার নেই,","  সে জামিন পাইছে, আর সবাই বিচারক; যে ধর্ম-বিদ্যা আলাদা কইরা বোঝে না তার শিক্ষক অইন দরকার নাই।",
এই জামিন আবেদন থেকে বুঝা যায় বাংলাদেশের বিচার বিভাগ কে নিয়ন্ত্রন করে। বহিরাগত চাপে জামিন দিতে বাধ্য,  এই জামিন দিয়া বোঝা যায় বহিরাগত চাপে বিচার বিভাগ বাধ্য।,
"শান্তির একমাএ ধর্ম ইসলাম,মানব জতির সমাধান।",  শান্তির একমাত্র ধর্ম ইসলাম মানবজাতির সমাধান।,
"কিছু লোক ধর্মের কথা বলে বলে ছল চাতুরী শিখছে,
মিথ্যা কথা শিখছে, মানুষের জীবন নষ্ট করছে,
এরা মানুষ হবে কবে","   কিছু লোক ধর্ম নিয়া ছল-চাতুরি শেখে, মিথ্যা শেখে, মানুষের জীবন নষ্ট করে এরা কবে মানুষ অইবো?”",
"সকল ধর্মের ভাই বোনদের সতর্ক করতে চাই!
বিবিসি কে নিয়ে একটু গভীর ভাবে চিন্তা করুন আসলে ওদের উদ্দেশ্য টা কি
কেনো বিবিসি এ অন্চলে ধর্মের বিষয়ে কেনো এতো চুলকানি
যে ধর্মের ই হোক","সকল ধর্মের ভাই-বোনদের সতর্ক করতে চাই!
বিবিসি লইয়া একটু গভীরভাবে চিন্তা করুন আসলে ওদের উদ্দেশ্য টা কি?
কেন বিবিসি এই অঞ্চলত ধর্মের বিষয়ে এত চুলকানি করে, যে ধর্মের হোক না কেন",
"বাংলাদেশের সর্বস্তরের প্রশাসন এবং মিডিয়া পরিপূর্ণ স্বাধীন, বাণীতে ভারতীয় হাইকমিশনার। তাই আর কিছু লিখলাম না",  বাংলাদেশের সব স্তরের প্রশাসন আর মিডিয়া নাকি পুরাপুরি স্বাধীন ভারতীয় হাইকমিশনারের বাণী। তাই আর কিচ্ছু লিখলাম না।,
"বিশেষ সুবিধাপ্রাপ্ত গোষ্ঠী, অন্যদিকে অন্যায় না করেও বহু আলেম জেলে বন্দী।","  একদিকে বিশেষ সুবিধাভোগী গোষ্ঠী, আরেকদিকে কোনো দোষ না কইরাও অনেক আলেম জেলে বন্দী।",
জয় হোক সত্যের।দূর হোক অন্ধকার।,"  সত্যের জিত অউক, অন্ধকার দূর অউক।",
আলোচনার বিষয়বস্তু না বুঝেই এই শিক্ষককে হ্যানস্হা করা হয়েছে। ধর্ম ও বিজ্ঞানের তূলনমূলক আলোচনা খারাপ কিছু নয়। ভিডিও করার যন্ত্রটি কিন্তু বিজ্ঞানের অবদান।,  আলোচনা কী আছিল না বুঝেই এই শিক্ষকরেগো হেনস্তা করা অইছে। ধর্ম আর বিজ্ঞানের তুলনামূলক আলোচনা খারাপ কিছু না। ভিডিও করার যন্ত্রডাও বিজ্ঞানেরই অবদান।,
", এরা মানুষ হবার নয়।",  এইগুলা মানুষ অইবার না।,
বঙ্গপাল বিঙানীদের চুধনে দেশে থাকা মুশকিল অথচ এই বঙ্গপাল বিজ্ঞানীরা কি চেটের বিজ্ঞান অর্জন করে টেলিস্কোপ দিয়ে ও খোজে পাওয়া যায় না আমাদের বঙ্গপাল বিজ্ঞানীদের,"বঙ্গপাল বিজ্ঞানীদের চুদনে দেশে থাকা মুশকিল, অথচ এই বঙ্গপাল বিজ্ঞানীরা কি চেটের বিজ্ঞান অর্জন কইরা টেলিস্কোপ দিয়া খুঁজে পাওয়া যায় না? আমাদের বঙ্গপাল বিজ্ঞানীদের",
এত দেরি করে মুক্তি দেওয়ায় নিন্দা জানাচ্ছি। ষড়যন্ত্রকারীদের দৃষ্টান্তমূলক শাস্তি দাবি করছি।,  এত দেরিতে মুক্তি দেওয়ায় নিন্দা জানাইতেছি। চক্রান্তকারীগোর দৃষ্টান্তমূলক শাস্তি চাই।,
শিক্ষকতার স্বাদ মিটে গেছে উনার।,  উনার শিক্ষকতার শখ মিটা গেছে।,
নির্দোষ শিক্ষকের মুক্তি জন্য প্রশাসনকে অনেক ধন্যবাদ সেই সাথে ধর্ম অবমাননা দোহাই দিয়ে সাম্প্রদায়িক বিদ্বেষ ছড়িয়েছে দ্রুত তাদের আইনের আওতায় এনে দৃষ্টান্তমূলক সাজা দেওয়া হোক।,"নির্দোষ শিক্ষকের মুক্তির লাইগ্যা প্রশাসনরে অনেক ধন্যবাদ। সেই সাথে, ধর্ম অবমাননার দোহাই দিয়া সাম্প্রদায়িক বিদ্বেষ ছড়াইছে দ্রুত তাদের আইনের আওতায় আনা হোক আর দৃষ্টান্তমূলক সাজা দেওয়া হোক।",
বুদ্ধিজীবীদের মাথায় রাখা উচিত বিবর্তনবাদ একটা থিওরি। তা কেনো পড়াবে। পড়ানোর আর কোনো বিষয় নাই--- যা প্রমাণিত নয় তা কেন।,"বুদ্ধিজীবীদের মাথায় রাখা উচিৎ, বিবর্তনবাদ এক থিওরি। তা কেন পড়াবেন? পড়ানোর আর কুনো বিষয় নাই যা প্রমাণিত না, তা কেন পড়াবেন?",
ঠিক ভারতের মত। বিজ্ঞানের ক্লাসে চরক পড়ানোর নির্দেশ দিয়েছে গুজরাট সরকার। স্কুলে বেদ উপনিষদ সিলেবাসে যুক্ত করার নির্দেশ দিয়েছে। সবাইকে এই গ্রন্থ গুলি পড়তেই হবে। নইলে অন্য রাজ্যে চলে যাওয়ার নির্দেশ দিয়েছে।,"ঠিক ভারতের মতো। বিজ্ঞানের ক্লাসে চরক পড়ানোর নির্দেশ দিছে গুজরাট সরকার। স্কুলে বেদ-উপনিষদ সিলেবাসে যুক্ত করার নির্দেশ দিছে। সবাইরে এই গ্রন্থগুলি পড়তেই হইব, নইলে অন্য রাজ্যে চলে যাইবার নির্দেশ দিছে।",
বিজ্ঞানের সঙ্গে হযরত মুহাম্মদ সাঃ কে নিয়ে কটুক্তি দু’টোই বিপরীত মুখী। উনার উচিত ইসলাম ধর্মকে কটাক্ষ্য করার প্রবণতা থেকে বেরিয়ে আসা। সবসময় বিজ্ঞানের দোহাই দিয়ে নিজের অপকর্ম লুকিয়ে রাখা সম্ভব না।,বিজ্ঞানের লগে হযরত মুহাম্মদ (সা.)-রে নিয়া কটুক্তি এই দুইডা একেবারে উল্টা মুখী। উনার উচিত ইসলাম ধর্মরে খোঁচা মারা বাদ দিয়া এই অভ্যাস থাইকা বাইর হইয়া আসা। সব সময় বিজ্ঞানের দোহাই দিয়া নিজের অপকাম ঢাইক্কা রাখা যাইবো না।,
সত্যের জয় এখনো হয়নি। উনাকে যারা হেনস্থা করলো সবাইকে বিচারের আওতায় আনতে হবে। যারা রেকর্ড করলো ও ইন্ধন জোগালো সেই কিশোরদের কিশোর সংশোধনাগারে পাঠানো হোক। বাইরের যারা জড়িত ছিল তাদের নামে মামলা হোক।,"সত্যের জয় এখনো হয় নাই। উনাকে যারা হেনস্তা করসে হেই সবাইরে বিচারের আওতায় আনতে হইবো। যারা ভিডিও রেকর্ড করসে আর আগুন দিসে হেই কিশোরগুলারে কিশোর সংশোধনাগারে পাঠানো হউক। বাইরের যেগুলা মানুষ জড়িত আছিল, ওগোর নামেও মামলা হউক।",
আপনার ভাষার ব্যবহার দেখে বোঝা যাচ্ছে আপনি কোন ধরনের পরিবেশে অবস্থান করেন।,  আপনার ভাষা দেইখা বোঝা যায় আপনে কোন পরিবেশে আছেন।,
টিপ টিপ করে যা করলেন তার খবর নেই । আছেন শুধু নাটক তৈরীতে,  টিপটিপ কইরা কী করলেন খবর নাই; খালি নাটক বানাইতেছেন।,
ভাল সংবাদ তবে যারা উনাকে ধর্মীয় চালে ফাঁসিয়েছে তাদের দৃষ্টান্ত মূলক শাস্তির ব্যাবস্থা করা হোক।,  ভালো খবর; কিন্তু যারা ধর্মীয় চাল দিয়া ফাঁসাইছে তাদের দৃষ্টান্তমূলক শাস্তি অউক।,
হুজুর হলে পাইতো না।।আটকিয়ে দিতো,  হুজুর অইলে পাইতো না আটকাইয়া রাখতো।,
খুচাইয়া খুচাইয়া রাজনীতি মারায় আর কষে লাথি দিলে হয় জঙ্গি!,  খুঁচাইয়া রাজনীতি করলে আর লাথি মারলে তখনই জঙ্গি ট্যাগ!,
এবার হিন্দু সমাজ খুব খুসি জদি জামিন না হত তাহলে এই সমাজে কে কত কথা শুনাতো আমরা সভ্য অসভ্যা আর কত কি,  এইবার হিন্দু সমাজ খুশি; জামিন না অইলে কত কথা শুনাইতো সভ্য-অসভ্য কত কী।,
এই বাংলাদেশে ঐ সম্প্রদায়ের বিচার করার সাধ্য কি আর আফার আছে?? এই মুক্তি দেশের জন্য অশনি সংকেত হয়ে ধরা দিবে।আর হেন দুরা আরো বেশী আস্কারা পেয়ে যাবে।,এই বাংলাদেশে অই সম্প্রদায়ের বিচার করার সাধ্য আর আফার আছে নাকি?? এই ছাইড়া দেওনটা দেশের লাইগা অশনি সংকেত অইয়া ধরা দিবো। আর হেন দৌরাগুলা আরো বেছি আস্কারা পাইয়া যাইবো।,
ষড়যন্ত্রকারীদের কি হবে ? এবং তার যে মানহানী হয়েছে তার ক্ষতিপূরণ কে দিবে ?,  চক্রান্তকারীগোর কী অইবো? আর মানহানির ক্ষতিপূরণ কে দিবো?,
বিজ্ঞানের কোন চ্যাপ্টারে ধর্মের বিষয়ে আলোচনা আছে? দেশের কলাবিজ্ঞানীগণ যদি একটু জানাতেন উপকার হত।,  বিজ্ঞানের কোন অধ্যায়ে ধর্ম নিয়া কথা আছে? কলাবিজ্ঞানীগো জানাইলে উপকার অইতো।,
উনার নিরাপত্তা নিশ্চিত করতে হবে। মৌলবাদীরা চাপাতি নিয়ে আসবে,  উনার নিরাপত্তা নিশ্চিত করা দরকার; মৌলবাদীরা চাপাতি নিয়া আইবো।,
