Standard_Bangla,dialect_speech,English_translation
ওরে শব মিথ্যে বরং তোরাই হাকাই দাম নিস,ওবাজি বেয়াগ্গিন মিছতা বরং তোরাই হাকাই দাম লস,
ওবায়দুল কাদের তোর মায়রে চুদি অজুগ্গ মন্ত্রী চুন্নী হাসিনার দালাল।আর ইন্দুনীরে এই টকসুতে চুদিব।,ওবাাইদুল হাদের তোর মারে চুদি! অযোগ্য মন্ত্রী হাসিনার দালাল।আর ইন্দুনীরে এই টকসুত চুইদ্দুম।,
ওয়াও! সেই ��� বন্ধুরা আমার চ্যানেল টি করুন লাইক দিন।,ওমারে !সেরা বন্ধুওক্কল আর চেনেল গরন লাইক দন ।,
শশুরবাড়ি আমার স্বামীর কিছু নেই কারণ তার মা নাই,ওরবাড়িত আর জামাইয়োর হিছু নাই হারন ইতার মা নাই,In-laws My husband has nothing because he has no mother
আপনাদের থেকে কিছু ভালো পরামর্শ নিতে আসলাম,ওররার তুন এক্কানা বালো ফরামর্শ নিতি আইসসে,I came to get some good advice from you
"ওরা আপনাকে কিভাবে চায়, ওদের মতো হবার চেষ্টা করুন","ওরা অনেরে কেনে চায়, ইতারার ডইল্লে অইবের চেস্টা গরন","How they want you, try to be like them"
ওরে উন্নয়ন ভরে দে দেশটা কে,ওরে উন্নয়ন ভরি দে দেশ ইয়ানোরে,
ওরে পাঁডার পো বলদ...এসব এখন আর প্রজন্ম খায় নাহ।,ওরে চফাডার ফুয়া বলদ এইসব ইন এহন আর ফজুন্ম ন হায়।,
অরে বাপ্পী তুই একটা চুদিরভাই তুই একটা কুত্তা তুই একটা গাধা তরে নায়ক বানাই ছিল কেরে না তুই তো একটা নায়িকা,ওরে বাপ্পি তুই ওগ্গা চুদানীর বাই তুই ওগ্গা কুত্তা তুই ওগ্গা গাধা  তরে নায়ক বানাইয়ে দে হনে তুই তো ওগ্গা নায়িকা।,
ওরেহ ভালো মানুষ রেহ!!,ওরে ভালা মানুষ রে!!,
আপনি যান এখান থেকে,ওরে যন এরে তুন,
‌ওলে বাবুটা কি নিষ্পাপ। ঠিক এর মতো,ওলে বাবু ইভা কি নিষ্পাপ। ঠিক ইতার মতো,
ঔষধের কাগজ দাও আমাকে,ওষধের কাগজ দ অ্যাঁরে,
ওস্তাদের মাইর ভোরে,ওস্তাদঅর মাইর পইত্তে,
অস্থির! ডিএমপি কমিশনার মনে হয় বেনজির পরবর্তী আইজিপি।,ওস্থির। ডিএমপি কমিশনার কেন বেনজির পরের আইজিপি,
ওহ কি শিক্ষার মান সন্ত্রাস জানোয়ার উৎপাদনের কারখানা বেটের নিচে রাম দা।অস্ত্রের ঝনঝনানি,"ওহ কি শিক্ষার নাম সন্ত্রাস জানোয়ার গরন অত হারহানা,বেট অর নিচে রাম দা। অস্ত্রর ঝনঝনানি",
ওহহহও আল্লাহর ওলি নেমে এসেছে দুনিয়ার বুকে,ওহহহ আল্লার অলি নামি আইসসি দুইন্নার বুক অত,
ফাটফারের বাচ্চা অন্দু চ্যানেল খুলিয়া ফাজলামি করছ,ওড়া বাটপারর পোয়া বন্নাস চ্যানেল খুলিয়েনে ফাজিল্লাই গরজ।,
"বন্ধুরা, বাংলা নাটকের সাথে থাকুন, <br />বাংলা নাটক যেন বাংলা সিনেমার মত হারিয়ে না যায,<br />আপনাদের ভালবাসা আমাদের ভালকাজের অনুপ্রেরণা….. ধন্যবাদ �� �","ওয়াইজ্জে অক্কল বাংলা নাটকর ওয়ারে থাইক্কুন ,বাংলা নাটোক যাতে বাংলা সিনেমার ডইল্লে হাজাই ন যায়।অনরার ভালোবাসা আরার ভালা হামর অনুপ্রেরণা ।",
ওয়াও ওয়াও! চারদিকে ওয়াও না???,"ওয়াও, ওয়াও, চাইরোমিক্কা ওয়াও ন?",
"ওয়াওওও, আলহামদুলিল্লাহ!","ওয়াওও, আলহামদুলিল্লাহ!",
ওয়াক ওয়াক ওয়াক!,ওয়াক ওয়াক ওয়াক!,
ওয়াজ করলি কই শুধু আরেক জনের বদনাম করলি।তুই বড় জালেম।,ওয়াজ হু গরলি শুধু আরোগগ্গা মাইষর বন্নাই গরলি।তুই ডর জালেম,
ওয়াহাব রিয়াজ ভাই স্টার।,ওয়াহাব রিয়াজ ভাই স্টার।,
ও.....পুলিশ তাহলে বি এন পি নেতা কে আছে সেটা আগে খুজে বের করতেই ঘটনাস্থলে দেরিতে গেছিলো । তা নাহলে মামলার আসামী আবার কাকে করবে,ও… ফুলিশ তইলে বিএনপি নেতা হঁন আছে ইয়ান আগে তোয়াই বাইর গইত্তো ঘটনাস্থলত দেরিত গেইয়েদে। নইলে আবার মামলা আসামী হারে গরিবো?,
বলো ধোঁকা দিবে,ক দাগা ন দিবা,
কয় দিনের জন্য বিদেশ যাচ্ছি প্রানটা ঘরে রেখে,ক দিনর লাই বিদেশ যাইরগুই পরান্নান ঘরত রাহি,
ক্যাচাল থামলো না,কইজ্জা নো তামে,Catchall didn't stop
বলে আমি চলে গেলাম,কইয়্যরে অ্যাঁই চলি গেলাম,
বলে কি কারণ থাকতে পারে,কইয়্যরে কি হারণ থাইতে ফারে,
কপাল ভালো জিয়াউর রহমানের বিরুদ্ধে মামলা করেনি।,"কওয়াল ভালা,জিয়াউর রহমানর বিরুদ্ধে মামলা ন গরে",
ককটেল একটি মাত্র দেখতে পেলামনা,কক্টেল মাত্র উজ্ঞা ন দেখিলাম,
"কিছু মানুষ এখন মানুষ নাই, কুকুরের বাচ্চা হয়েগেছে তার প্রমান এইটা","কট্টা মানুষ এহন আর মানুষ নায়,কুত্তার বাইচ্চা অই গিয়ি ইয়ান অর প্রমাণ ইভা",
কঠিন বিচার বিভাগের কাছেই সাসতি চাঠ,কঠিন বিচার বিভাগের হাছত শাস্তি চাই।,
কোথায় থাক?,কডে থাহ ?,Where do you live?
কোথায় যাচ্ছ?,কডে য‌অর?,Where are you going?
কোথা থেকে আসছ?,কডেত্তুন আইশ্যো ?,Where are you coming from?
"কত বড় ........চো..... দ.....
এমনভাবে আসামি করতে পারে",কত বড় মাদার চোদ এরিম্মাত গরি আসামি গরিত পারে,
"কতটা হাস্যকর কথা, ইতালি প্রবাসী এক লোক দুই বছর আগে যে বললো............ সিষ্টেম। উনি কি ভূল বলছে???","কত্তর হাসানির হথা,ইতালির উজ্ঞা মানুষ দু বছর আগে যে কইলু....সিস্টেম। ইভা কি ভুল কইল?",
কথা শুনে রাগ হয়,কথা শুনি গুসসা অয়,
কথা কম বলো,কথা হম হইস,
কথা কম বলো?,কথা হম হইস,Talk less?
কদম হাতে নিয়ে আমি,কদম আঁতত লইয়্যে অ্যাঁই,
কদম হাতে নিয়ে থাকি না,কদম আঁতত লইয়্যে অ্যাঁই ন থাহি,
কদম দিয়ে দেবে,কদম দি দিব্যু,
কদম দিয়ে যাবে,কদম দি যাইব্যু,
কন্ট্রাক্টে কাজ করতাম,কন্টাকে কাম গইত্তাম,
কন্ট্রাক্টে কাজ করতাম কিভাবে,কন্টাকে কাম গইত্তাম কেনে,
কন্ডম ব্যবহার করেছে। তাই ক্ষমা করে দেওয়া হোক।<br />যাদের খাড়া হয় তারা লাইক করেন। <br />হ্যাপী দেখতে হেব্বি।,কন্ডম ব্যবহার গইজ্জি । এতাল্লাই  হমা গরা হক।‌ যারার খাড়া হয় ইয়ারাতারা লাইক গরন। হ্যাপী দেখতে হেব্বি।,
Condom তোর দোনের কাছে রাখ চোদনা,কন্ডোম তোর চিয়্যেত রাখ মাদারি।,
কবর থাইকা পোস্ট লেখসেন নাকি,কবরওত থাকি পোস্ট লেইক্কে নিকি?,
কবিতা পড়তে আমার ভালো লাগে,কবিতা ফইত্ত আঁত্তুন গম লাগে,I like to read poetry
কবির মাদার চোদ তর কপালে শনি আছে।,কবির মাদারিসুদ তোর হোয়ালত শনি আছে।,
"কমেন্ট আর কি লিখবো,এখানে দেখছি অনেক মুসলিম ভাই একজন হিন্দু শিক্ষকের পক্ষে ,অথচ
একজন মুসলিম ভাইয়ের বিপদে তরা এগিয়ে আছিস না,এই অবাগা মুসলিম জাতি তদের কপালে দুঃখ আছে রে।","কমেন্ট অত আর কি লিক্ষুম,এন্ডে দেইর দি বোত মুসুয়ান বাই উজ্ঞা ডেন্ডা মাস্টর অর পক্কে,অতচ উজ্ঞা মুসুয়ান বাই অর বিপদ অত ইতারা আগায় ন আইয়ি,এ অবাগা মুসুম্মান জাতি ইতারার কোয়াল অত দুখ আচে রে।",
কমেন্ট গুলি যদি আপনার কোন সন্তান পড়ে (যদি থাকে) তারও মুখ দেখানোর রাস্তা থাকবে না কেমন মানুষ হলে এই জাতিও তিরস্কার করতে পারে একবার ভাবুন!একটা ভাল মন্তব্যও পেলাম না আপনার এই কথায়,কমেন্ট এগিন যদি অনর হোনো পোয়াছা পড়ে(যদি থাহে) তারো মুখ দেহানোর রাস্তা ন থাইবু কেন মানুষ অইলি এ জাতিও তিরস্কার গরিত পারে একবার ভাইব্বুন! এক্কান ভালা মইন্তব্যোও ন পাইলাম অনর এ হথায়,
কমেন্ট গুলো অত্যন্ত স্বস্তির,কমেন্ট এগুন অত্যন্ত স্বস্তির,
"কমেন্ট করে লাভ কি,,নয়ত আমি হয়ে যামু রাজাকার",কমেন্ট গরি কি লাভ? নইলে আয় রাজাকার ওইযাইওম বয়।,
"কমেন্টগুলো পড়ে মজা পাইতাছি। আচ্ছা স্যার! আপনি তো ভাষাবিজ্ঞানী, 'হড় হড়' শব্দটার কোন্ অভিধানে পাবো? প্লিজ জানাবেন","কমেন্ট গিন পরি মজা পাইয়ি।আইচ্ছা স্যার, অনে তো ভাষা বিজ্ঞানী,হড় হড় শব্দ গান হন অবিধানওত পাইওম? প্লিজ জানাইওন।",
কমেন্ট পড়তে আসলাম।,কমেন্ট পরিত আসসি।,
কমেন্ট পড়তে আইছি। একটু সাইড দেন,কমেন্ট পরিত আসসি।এককা সাইড দন,
কমেন্ট পড়ার জন্য আসছিলাম,কমেন্ট পরিবোল্লা আসসিলাম,
"কমেন্ট পড়তাছি, ডিস্টার্ব করবেন না কেউ।।",কমেন্ট পরির ডিস্টার্ব নগরিওন কিয়া।,
কমেন্টস গুলো পড়ে এখন আমার খুব হড়হড় করে বমি হচ্ছে।,কমেন্ট ফরি বরত গরি বমি আইয়্যির ।,
কমেন্টস্ গুলো হয়ত ওরা পড়েনা পড়লে হয়ত অাত্বহত্যা করত,কমেন্টস এগিন অয়ত ইতারা ন পড়ে পইড়লি অয়ত আত্মঅইত্যা গইরতু,
কম্পিউটার আধুনিক বিজ্ঞান জগৎকে বিশেষভাবে সহজ করেছে,কম্ফিটার আদুনিক বিজ্ঞান যগতরে গমগরি সহয গরি দিয়ে,Computers have greatly facilitated the modern world of science
কর্ণফুলীর সাম্পান ওয়ালা আমার মন কেড়ে নিলে,কর্ণফুলীর সাম্পান ওয়ালা অ্যাঁর মন হারি লইলে,
তোমাকে ডাকব,কল দিয়ুম,I will call you.
তোমাকে ডাকব না,কল নো দিয়ুম,
তোমাকে ডাকব না,কল নো দিয়ুম,I won’t call you.
কলিজার ভিতর গেথে রাখবো না,কলজার ভিতর গাথি ন রাইক্ষুম,
কলিজার ভিতর গেথে রাখবো তোমাকে,কলজার ভিতর গাথি রাইক্ষুম তোঁয়ারে,
আপনি এই কলমটি নিন,কলম ইবা লো,You take this pen
আপনি  এই কলম টি নিন,কলম ইবা লো,Take this pen.
কলেজে না গেলে পড়তে বস,কলেজত ন গ্যিলে ফরতে বঅ,
কষ্ট কম হতে শুরু করে,কষ্ট কম অইত শুরু গরে,
কখন যে গাছ দেখি জানি না,কহন যে গাছ চ্যাঁই ন জানি,
কখন যে ডাকে পড়ে শিয়ালকে,কহন যে ডাহে শিয়ালরে,
কাঁচা আমের শরবত অনেক টক,কাঁচা আমোর শরবত বোত টক,Raw mango syrup is very sour
বিদ্যুৎবিহীন ঘরে মােমবাতি জ্বেলে বসে আছি,কাআরন চারা গর অত মোম্বাত্তি যালাই বই আচি,I am sitting in a room without electricity
কাইফা হালুম,কাইফা হালুক,
কাক চিনে কাঁঠাল,কাউয়া চিনে কাট্টল,
কাক চিনে কাঁঠাল চিনে না,কাউয়া চিনে কাট্টল ন চিনে,
কাক বুঝে না দুঃখ,কাউয়া ন বুজে দুক,
কাওয়া কা জনগনে টাকা খাও,কাওা কা জনগণর টীয়া হা।,
কাগজের টুকরো খুঁজে পেলে একটা নিরিবিলি জায়গায় যাবি,কাগজর টুরো তোঁয়াইন পাইলে উজ্ঞো নিরিবিলি জাগাত যাবি,
"নোংরা রাজনীতি, ঘৃণা করি","কাচারা রাজনীতি, ঘিনা গরি",
কাজে যেতে চাই,কাজত যাইত চাই,Want to go to work.
কাজে যেতে চাই না,কাজত যাইত ন চাই,Don’t want to go to work.
কাজী ইব্রাহিম বহুত বড় বন্ড,কাজী ইব্রাহিম বোওত ডর বন্ড,
কাঁঠালের কেমন সুগন্ধে লাগে,কাট্টলের ক্যান হুশবত লার,
কাঠুরিয়া আজকে বনে গাছ কাটার জন্য,কাঠুরিয়া আজিয়ে বনত গাছ কাডার লাই,
কাঠুরিয়া বলে ভাই মৌমাছি আমি খুব গরিব মানুষ,কাঠুরিয়া কইয়্যরে বদ্দা মধুপুক অ্যাঁই বহুত গরিব মানুষ,
কাঠুরিয়া ঘাড় চুলকাতে চুলকাতে বাড়িতে গেছে,কাঠুরিয়া ঘাড় হাজ্জইতে হাজ্জইতে বাড়িত গেইয়্যে,
কাঠুরিয়া প্রতিদিন কুঠারের বদলে চারাগাছ নিয়ে বনে যেত,কাঠুরিয়া ফত্তিন কুঠারর বদল চারাগাছ লইয়্যে বনত যাইত্যু,
কাঠুরিয়া মাথায় করে দুইটি চারা এনে দিইয়্যি,কাঠুরিয়া মাতাত গরে দুয়ো চারা আনি দিইয়্যি,
কাঠুরিয়ার কথা শুনে মৌমাছি মায়া হল,কাঠুরিয়ার হথা শুনি মধুপুক মায়া অইল,
কাঠুরিয়াকে অনেক ধন্যবাদ দিয়েছি,কাঠুরিয়ারে বহুত ধন্যবাদ দিয়্যি,
কাঁটার জন্য গিলতে পারি না,কাডার লাই গিলিত ন ফারি,
কাতর গলায় ভেড়াকে ডেকে বলল,কাতর গলাত ভেড়ারে ডাহি হইলো,
"কান ধরে হেডমাষ্টারের উঠ- বসের বিচার যেমন হয়নি, এইটিসহ অাগামীতে কোনটারই বিচার হবে না।।","কান অত ধরি হেডমাস্টার অর উডা বইয়ার বিচার যেন নইয়ো,ইয়ান স কালিয়া হোনোয়ান অর বিচার নইবু।",
হানর পর্দা ফেটে গেছে,কানের পদ্দা ফাডি গেইয়্যে,
কাফের গাব্বাসি জিলাপি আলাউদ্দিন বসেন বসেন তাহেরি নক্সাবন্দি বস্তাবন্দি রেজভি গজভি আহলে সিন্নি কবর পূজারি মাজার ব্যবসায়ি এদের চাকরি করার যোগ্যতা নেই ব্যবসা করার পলিসি নেই তাই অশিক্ষিতদের ঠকিয়ে গিবত করে দিনযাপন করে।,কাফের গাব্বাসি জিলাপি আলাউদ্দিন বসেন বসেন তাহেরি নক্সাবন্দি বস্তাবন্দি রেজভি গজভি আহলে সিন্নি কবর পূজারি মাজার ব্যবসায়ি ইতারারে চরি গরিবের যোগ্যতা নেই ব্যবসা গরার পলিসি নেই তাই অশিক্ষিতঅক্কলরে ঠগায় গিবত গরি দিনযাপন করে।,
কাবিন করে না হুজুর বিয়ে দেয় না,কাবিন গরে না উজুর বিয়া ন দে,
কাজ আছে,কাম আছে,Have work.
কাজ এটির মাসুল দিতে পারবে,কাম ইবের মাসুল দন ফাইত্ত,
কাজ কঠিন হয়ে গেছে,কাম কোদিন অই গেইয়্যে,
কাজ করতাম কিভাবে,কাম গইত্তাম কেনে?,
কাজ ভাল হয় না,কাম গম ন অয়,
কাজ করে জীবন চলে,কাম গরে জীবন চলি,
কাজ করে মানে জীবন,কাম গরে মানে জীবন,
কাজ শেষ হলে তার ঘরে আসে,কাম শেষ অইলে ইতার ঘরত অ্যাইয়ে,
কাজ শেষ করে নাও তোমরা,কাম শেষ গরে ল তোঁয়ারা,
কামলা চালায় না কিছু যুক্তিতর্ক দিয়ে,কামলা ন চালাই কিসু যুক্তিতর্ক দি,
কাজে তোমার সাথে রাখবে না,কামে তোঁয়ার লগে ন রাইবো,
কাজের কথা বললে গায়ে জ্বর ওঠে,কামের হথা হইল্যে গাত জ্বর উডে,
কার ঘরের সোনা কার ঘরে,কার ঘরর সোনা কার ঘরত,
কারিগর ভাঙ্গা ঘরে থাকে,কারিগর ভাঙ্গা ঘরত থাহে,
কারিগরের ভাঙ্গা ঘর,কারিগরর ভাঙ্গা ঘর,
বিদ্যুৎ সমস্যার কি সমাধান হয়ে গেছে  ?,কারোনর সমস্যা কি ঠিক অইয়ে না?,Has the electricity problem been solved?
বিদ্যুৎ ছাড়া না হয় থাকা যায় কিন্তু পানি ছাড়া কিভাবে থাকে মানুষ,কারোম চারা না অয় তাহা যায় কিন্তু ফানি চারা কেনে তাকে মানুষ,Can't live without electricity but how can people live without water
আমাদের রঙ্গিন ছবি তুলতে হবে,কালার ছবি তুলা ফরিবো আরার,We need to take a colored photo
সবার একটা রঙ্গিন ছবি তুলতে হবে,কালার ছবি তুলা ফরিবো আরার বেকগুনের,Everyone needs to take a colored photo
কাস্টমার বেটার উচিত শিক্ষা দেয়া দরকার,কাস্টমার বেডার উচিত শিক্ষা দন দরহার,
কাহিনীটি সুন্দর করে ফুটিয়ে তুলতে পারে নি,কাহিনিগান সুন্দর গরে ফুডায় তুলিত ন ফারে,
কি হবে রে,কি অইবু দে?।,
কি হবে তার জন্য কেঁদে?,কি অইবো তার হাদিয়েরে?,What will happen to him cry?
কি হবে মানে মরে যাবে,কি অইব্যু মানে মরি যাইব্যু,
কি হল তুই এমন চুপ করে কেন,কি অইল তুঁই এন চুপ গরে কিল্লাই,
কি অদ্ভুত আমাদের দেশের মানুষ তাইনা যে কিনা অপরাধকে ধংস করবে সে নিজেই অপরাধী যখন মূর্খ মন্ত্রী অথবা বজ্জাত ব্যক্তি ব্যক্তিত্বের থেকেও দামী চেয়ার পায় তখন লাত্তি দিয়া সেই চেয়ার থেকে তাকে ফেলে দেওয়া উচিৎ।,কি অদ্ভুত আরার দেশের মানুষ তাইনা ?যে কিনা অপরাধরে ধংস গরিবু সে নিজেই অপরাধী যখন মূর্খ মন্ত্রী অথবা বজ্জাত ব্যক্তি ব্যক্তিত্বের তুন দামী চেয়ার পায় এত্তে লাত্তি দি সেই চেয়ারতুন ইতেরে  ফেলি দেওয়া উচিৎ।,
কি অদ্ভুত এরকম বাচ্চার ছবিতে হাহা রিঅ্যাক্ট ভাবা যায় আমরা কত নিচে নেমে গেছি।,কি অদ্ভুত এইল্লাত বাইচ্চার ছবিত হাহা রিয়াক্ট ভাবন যায় আরা হত নিচে নামি গেই,
কি অদ্ভুত খানকির পোলারা,কি অদ্ভুত হানকির পোয়া অক্কল।,
কি অবস্থা তোর ভাতিজা বল,কি অবস্থা তুঁর ভাইফুত হ,
"কি অবস্থা মামারা, ঢাকা ভার্সিটি বইলা পার পাইয়া যাবা","কি অবস্থা ম,ঢাহা ভার্সিটি বুলি পার পাই যাইবা",
কি অসাধারন অভিনয় ইলিয়াস কাঞ্চনের মুগ্ধহয়ে গেলাম,কি অসাধারন অভিনয় ইলিয়াস কাঞ্চনর মুগ্ধ অই গেলাম ।,
কি আমার চেহারা কি খুব সুন্দর,কি অ্যাঁর চিয়ারা কি বহুত সুন্দর,
কি আর হবে?? তার বাড়ীতে পুলিশ বসিয়ে তাকে প্রেসিডেন্টের সম্মান দেয়া হচ্ছে,কি আর অইবু? ইতার বাড়িত পুলিশ বওয়াই ইতারে প্রেসিডেন্ট অর সম্মান দেয়া অর দে,
কি আর হবে তাদের দিয়ে,কি আর অইব্যু ইতারার দি,
কি আর কইতাম এই আধুনিক সমাজে সবাই সবকিছু বুঝে আবার সুযোগে সৎব্যবহার করে।,কি আর হইতাম এই আধুনিক সমাজ'ত বেয়াগ্গুনে বেয়াক-কিছু বুঝে আবার সুযুগে সৎবেবআর গরে।,
"কি আর বলতাম!! ফ্যাসিস্ট হাসিনা সরকারকে যেকোন মূল্যে হঠাতে হবে, ইনশাআল্লাহ","কি আর হইতাম? ফ্যাসিস্ট হাসিনা সরকাররে যেনগরি ফাঁরি এনগরি সরা ফরিবো, ইনশাআল্লাহ",
কি আর বলার আছে।এই দেশে সবে সম্ভব।,কি আর হইবার আছে। এ দেশ অত বেজ্ঞিন সম্ভব,
কি আর বলবো খুশির কথা,কি আর হইয়্যুম খুশির হথা,
কি ছিলাম আর কি হলাম,কি আসিলাম কি অই গিয়ি,What I was and what I have become
কি উজ্ঞো আশ্চর্য কারবার,কি একটা আসচাইজ্জ হারবার,
কি বলব আল্লাহ আপনাদের আরু বেশি তৌফিক দান করেন আমিন,কি কইয়ুম আল্লা অনরারে আরো বেশি তোফিক দক আমিন,
কি কমু মামু সত্যি ঘটনা,কি কইয়ুম ম হাছা ঘটনা,
কি কাজ করো?,কি কাম গরতে লাইগ?,What do you do?
কি কাজ করতে হবে আমাকে,কি কাম গরিতে অইব্যু অ্যাঁরে,
কি কি আনব,কি কি আইন্নুম,What should I bring?
কি কেমেরা দিয়ে ভিডিও করছে ধোন ছামা কিছুই তো দেখা গেলনা,কি কেমেরা দি ভিডিও গরের চইয়্যে হেডা কিছু দেহা ন যার।,
কি ক্ষতি হবে তোমরা জানো না,কি ক্ষতি অইব্যু তোঁয়ারা ন জানো,
কি করছি এখন,কি গইজ্জি এহন,
কী করছেন,কি গইত্ত্যু লাইগ্গুন,What are you doing?
কি করা উচিত এমন পরিস্থিতিতে,কি গরন উচিত এইল্লে ফরিস্থিতিত,What to do in such situations
কী করছেন আপনি এখন?,কি গরন দে অনে এহন,What are you doing now?
কি করছেন আপনি,কি গরন যে অনে,What are you doing?
কি করছেন আপনি এখন?,কি গরন যে অনে এহন?,What are you doing now?
কি করছেন এখন?,কি গরন যে এহন?,Doing now?
কি করে বাঁচবে? যে ভাবে নিত্য প্রয়োজনিয় জিনিস পত্রের দাম বাড়তেছে দেখার কি কেউ নেই,কি গরি বাচিবু? যেন গরি নিত্য দরহারি জিনিস পত্রর দাম বাড়ার চন অর কি কেই নাই,
কি করতে পারি বলুন এখন?,কি গরিত ফারি হন এহন,Tell me what can be done now?
কি করতে ভাল লাগে আমি জানি না,কি গরিতে গম লার অ্যাঁই ন জানি,
কি করবে আমি যদি ঠিক থাকি সব সময়,কি গরিবে অ্যাঁই যদি ঠিক থাহি হক্কল সমত,
কি করবে ছেলে,কি গরিবে ফোয়া,
"কী করছে, তা তো জানি না",কি গরে তা তো হইন্নফারির,I do not know what he is doing
কি করেন?,কি গরে?,What does he do?
কি কর,কি গরো,
কি কর,কি গরো,What do you do?
কি গান মাঝি শুনালে হায় রে কি বাঁশি মাঝি বাজালে,কি গান মাঝি হুনাইল হায় রে কি বাঁশি মাঝি বাজাইল,
কি চাকরি করছ?,কি চকরি গরর দে নে,What job are you doing?
কি চ্যাটের গান শালার,কি চ্যাটের গান আলার।,
কি তরকারি দিয়ে ভাত,কি ছালন দি ভাত,
কি দরকার ছিল?,কি দরকার আছিল?,What was the need?
কি দরকার পড়েছে নিজের টাকা দিয়ে দেশি মুরগি খাওয়ার,কি দরহার ফইজ্জে নিজর টিঁয়া দি দেশি কুরো হাওনর,
কি দেওয়ার জন্য এসেছে তারা,কি দিবের লাই আইসসে ইতারা,
কি দেশে বসবাস করি স্কুল-কলেজে বোমা অস্ত্র থাকবে কেন দেশে দেখার মত কেউ নাই,কি দেশ অত থাহির স্কুল-কলেজে অত বোমা অস্ত্র ক্যায়া থাহের দেশ অত চাইবার মতন কেউ নাই,
কি নাটক চলছে বুঝতে পারছি না। আল্লাহ তুমি সহায়,"কি নাটক চলের ন বুঝির, আল্লা তোয়াই সহায়",
কি নিউজ করছে শালায়,কি নিউজ গইরজে হালা,
কি নিউজ মাইরি।পতুম আলো মুসলমানদের বেলায় একদম বোবা হয়ে যায়।,কি নিউজ মাদারির। পথম আলো মুসুয়ান অলর বেলাত এব্বেরে বোপ অই যাগুই।,
এই পরিমাণ লুচ্চা! ছিঃ! এরা অরুচিতে পরিণত হয়েছে।,কি পরিমাণ লুচ্চা! ছিঃ! ইতারা অরুচিত পরিণত অইয়্যি।,
কি রম্য রসের দেশে বাস করি রে ভাই......,কি ফাইজলামির দেশত বাস গরি রে ভাই,
কি পেয়েছেন,কি ফাইয়্যুন,
কি পেয়েছেন,কি ফাইয়্যুন,Look at how he's squinting
কি নোংরা ইন্টারভিউ ধুর,কি ফালতু ইন্টারভিউ এধুর,
কি বানিয়েছিস এসব তোর দেখাদেখি ছোটও বরবাদ,কি বানাইয়্যুস এগিন তুঁর দেহাদেহি ছোডও বরবাদ,
কি বাল নাচ ছো মাগি হাহাহাহাহা,কি বাল নাইচ্চুস মাগি হাহাহাহাহা।,
কি বালের নিউজ করিস বাইনচোদ তোর বাবা ডিসি অফিসে বসে এই অনৈতিক কাজ কেন করলো। তোর বারা ডিসির পিঠের কুকুরকেই খাওয়ানো দরকার।,কি বালর নিউজ গরছ বেডা? তোর বাফে ডিসি অফিসুত এইল্লে অনৈতিক হাম কিল্লাই গইজ্জি? তোর চইয়্যেউয়্যো ডিসির কুত্তোরে হাবন উচিত।,
কি বালের হাইলাইট। একটা আউট এর সীন এ পেলাম না। চীপ র‍্যাবিটহোল।,কি বালর হাইলাইট । এক্কান আউটর সিন ন ফাই। চিপ র‍্যাবিটহোল।,
কি বালের গান বানাস।কোনো মিল নেই।এক এক টা যেন কাঙ্গালি। সালা ল্যাছড়া কুত্তা।,কি বালের গান বানাস।হনো মিল নাই।এক এক কান যেন কাঙ্গালি। আলা ল্যাছড়া কুত্তা।,
কি বিয়ে হয়ে গেছে?,কি বিয়া ওই গেইয়ু নি?,Gotten married?
"কি বোম রে ভাই,,,তুই এখনো বেঁচে আছিস কেন বোম মারলে???","কি বোম রে ভাই,,,তুই আইযো বাঁচি আছস কেনে বোম মাইরলে?",
কি ব্যবহার করলে যাবে,কি ব্যবার গরিলে যাইব্যু,
কি ভুল বলছি বলবেন,কি ভুল হইদ্দি হইয়্যুন,
কি মনে করে তোকে পানি দেওয়ার জন্য,কি মনত গরে তোঁরে পানি দিবের লাই,
কি মনে করেছ আমি যাবো না,কি মনে গইজ্জো অ্যাঁই ন যাইয়্যুম,
কি যে আমি করবো এখন,কি যে অ্যাঁই গইজ্জুম এহন,
কি যে কর না তোমরা,কি যে গর তোঁয়ারা,
কি রে কি অবস্থা কেমন আছিস সবাই,কি রে কি অবস্থা ক্যান আছস বেজ্ঞুনে,
কি লিখে না লিখে বলতে পারবি নাকি,কি লিহে ন লিহে হইতে ফারিবি নি,
কি শান্তি লাগে,কি শান্তি লার,
কি শুরু হইছে বাংলাদেশে ছাগল দিয়ে খেত চাষ করার গল্পটা আজ সত্ত্য করার চেস্টা,কি শুরু অইয়্যি ইগিন ছল দি ক্ষেত ছাষ গরনর কাহিনী ইয়েন আজিয়ে সত্য গরিবের চেষ্টা,
কি শুরু করল এসব,কি শুরু গরিল এগিন,
"কি সহমর্মিতা?
মামুনুল হকের ছেলের জন্য তো এরকম সহমর্মিতা দেখিনি।",কি সহমর্মিতা? মামুনুল হক অর পোয়ার লাই ত এইল্লাত সহমর্মিতা ন দেহি,
কি তরকারি,কি সালন,What curry
কি সুখে গান গাই,কি সুখত গান গাঁই,
কি সুন্দর কখন হাঁটে থাকি কখন চলে,কি সুন্দর কহন আডে কহন চলি,
কি সুন্দর মিথ্যা কথা বলছেন।,কি সুন্দর গরি মিছতা হতন,
কি সুন্দর ছেলে তোমার,কি সুন্দর ফোয়া তোঁয়ার,
