Standard_Bangla,dialect_speech,English_translation
"দোয়া,রইল,আপনাদের,জন্য,
মাহান,আল্লাহর,দরবারে,আমিন",দুআ রইল আফনারার লাগি মহান আল্লাহর দরবার আমিন,"Prayers remain for you all, in the court of the Great Allah. Amen."
দু-টুকরো হলো কী করে?,দুই টুকরা ওইলো কিলা?,How are two pieces?
"দুই দিনের জন্য পুলিশ বাহিনিকে ছুটি দেওয়া হোক।

মারামারি কত করতে পারে জাতি দেখতে চাই।",দুই দিনর লাগি পুলিশ বাহিনিরে ছুটি দেওয়া হোক।মারামারি কত করতে ফারে জাতি দেখতেচায়।,"Let the police force be given leave for two days.

The nation wants to see how much fighting can be done."
দ্বিতীয়  বিয়েতে আমি কল্পনার চেয়েও বেশি সুখী,দুই নাম্বার বিয়াত আমি ভাবনার বাইরে সুখী আছি,I am happier than I could have imagined in my second marriage
দুটি পুত্র ছিল,দুই পুয়া আছিল্,Had two sons
দুই বছর আগে নিজের পছন্দেই বিয়ে করেছিলাম,দুই বৎসর আগে নিজর ফছন্দেউ  বিয়া খরছিলাম,Two years ago I got married of my own choice
দু ভাইয়ের মধ্যে জায়গা জমি নিয়ে ঝগড়া হয়,দুই ভাইর মাঝে জাগা জমিন লইয়া মাইর অয়,The two brothers quarreled over land
দুই হাজার বরাহনন্দন হাহা রিয়েক্ট দিলো।,দুই হাজার বরাহনন্দন হাহা রিয়েক্ট দিলা।,Two thousand Baranandan reacted with 'Haha'.
"দুই/একদিনের হিসাব করলে হবে না। ৩৬৫ দিনের হিসাব করতে হবে।
তবে উদ্যোগ প্রশংসা পাওয়ার যোগ্য।","দুই/একদিনোর হিসাব করলে ওইতো নায়। ৩৬৫ দিনর হিসাব করতে ওইব।
তবে উদ্যোগ ফ্রশংসা ফাইবার যোগ্য।","You can't assess this based on a day or two. You have to consider a full 365 days. However, the initiative is commendable."
"দুটার মধ্যে কোন পার্থক্য নাই ,একটু ফার্সি শিখলে এমন বলা হতো না","দুইটার মাঝে কুনো ফার্থক্য নাই ,একটু ফার্সি হিকলে এমন কওয়া ওইতো না",There is no difference between the two; someone who knew a little Persian wouldn't say such a thing.
দুইদিন ধরে আমার অনেক সর্দি জ্বর,দুইদিন ধরিয়া আমার অনেক সর্দি- তাফ,I have had a bad cold and fever for the past two days.
পৃথিবীতে বাবার পরেই দ্বিতীয় বীর যোদ্ধা হলেন বড়ভাই,দুইন্নাইত বাবার বাদেউ দুই নাম্বারে বীর যোদ্ধা ওইলা বড়ভাই,The elder brother is the second brave warrior in the world after father
দুই বেলা ডাল ভাত খেয়ে নিজের মত একা থাকা অনেক ভালো,দুইবেলা ডাইল ভাত খাইয়া নিজর মত এখলা থাকা অনেখ ভালা,It is better to be alone like yourself after two meals of dal bhat
দোকানে যেতে হবে,দুকানো যাওয়া লাগবো,Have to go to the shop
দুজনে মিলে দুরে কোথাও ঘুরে আসতে পারি,দুজনে মিলিয়া দুরে কোনকানো ফাকাইয়া আইতে ফারি,We could go for a trip somewhere far away together.
"দুনিয়া ধংশ হলে খুশি হতাম!,","দুনিয়া ধংশ অইলে খুশি ওইলাম অনে!,",I would be happy if the world were to be destroyed!
দুনিয়া তে আসলে চেহারার সুন্দরই সব,দুনিয়াত আসলে চেহারার সুন্দর অউ সবতা,Everything in the world is beautiful in appearance
দুপুরে আমাদের দাওয়াত আছে,দুপুর বেলা আমরার দাওয়াত আছে,We have an invitation at noon.
দুপুরে কি খেয়েছ?,দুপুরবেলাত কিতা খাইলায়?,What did you eat for lunch?
দুপুরে কি দিয়ে ভাত খেয়েছ?,দুপুরবেলাত কিতা দিয়া ভাত খাইলায়?,What did you eat with rice for lunch?
দুর্বিক্ষের দ্বারপ্রান্তে দেশ?,দুর্বিক্ষর দ্বারপ্রান্তে দেশ?,Is the country on the brink of disaster?
অপরাধ বাড়ার প্রধান কারণ পুলিশের দুর্নীতি। সকল কাজে রাজনৈতিক রঙ মাখানো এখন ফ্যাশনে পরিণত হয়েছে।,দুশ  বাড়ার আসল  কারণ ওইল পুলিশের দুর্নীতি। সব কামর রাজনৈতিক রঙ মাখানি এখন ফ্যাশন অই গেসে।,The main reason for the increase in crime is police corruption. Adding a political color to all activities has now become fashionable.
দ্বিতীয় জনকে পেয়ে নিজেকে খুব ভাগ্যবতী মনে হতো,দুুই নাম্বার জনরে পাইয়া নিজোরে খুব ভাইগ্যবতী মনো অইতো,I felt very lucky to have a second one
দুজনেই তাদেরকে চাকরি নিয়ে ব্যস্ত,দুয়োগু তারার চাকরি লইয়া ব্যস্ত,Both of them are busy with their jobs.
দুজনেই দুজনকে সন্দেহ করে,দুয়োগু দুয়োগুরে সন্দেহ করইন,Both suspect the other
দূভাগ্য মেয়েটির জন্য। মেয়েটি বাবার মতো উগ্র সাম্প্রদায়িক না হোক সেই কামনা করি।,দূভাগ্য ফুরিটার লাগি। ফুরিটা বাফর মতো উগ্র সাম্প্রদায়িক না হোক ওউ কামনাই করি।,Bad luck for the girl. I wish the girl doesn't become as aggressively communal as her father.
দূরে কোথাও যেখানে কেউ নেই,দূর ওই কোন কান-ও যিনো কেউ নায়,Somewhere far away where there is no one
"দূর বেটা মিথ্যুক, লেবাস অনুযায়ী কথা মিল হচ্ছে না","দূর বেটা মিথ্যুক, লেবাস যেলান মাত মিলের না","That distant son of a bitch is a liar, his words don't match his actions."
দূর্বলরা হারিয়ে যাবে ধীরে ধীরে।,দূর্বলরা হারাই যাইব আস্তে আস্তে।,The weak will gradually disappear.
দৃষ্টান্ত মূলক শাস্তি চাই,দৃষ্টান্ত মূলক শাস্তি চাই,We demand exemplary punishment.
"দে দে মামলা দে, সময় আমাদের ও আসবে","দে দে মামলা দে, সময় আমরার ও আইবো","Give the case, give it; our time will come too."
দে লাড়া চিনি ছারা,দে লাড়া চিনি সারা,"De Lara, without sugar."
দেখে কেমন যেন লাগছে,দেইক্ষা কিলাম জানি লাগছে,Something feels strange.
দেখে চোখ গেল,দেইক্ষা ছোক গেছিল,His eyes were drawn upon seeing it.
দাও আরো আওয়ামী লীগে ভোট বাংগালী,দেও আরো আওয়ামী লীগরে ভোট বাংগালী,"Give more votes to the Awami League, Bengali people."
দেখতে পেলাম,দেখছি,Saw.
"দেখতে দেখতে ১৯ দিন হয়ে গেল?
কি হচ্ছে দেশটাতে?",দেখতে দেখতে ১৯ দিন ওই গেল? কিতা হর দেশটাত?,Has it already been 19 days? What is happening in the country?
"দেখলাম হেলমেট লীগ, পরে শুনি তারেক জিয়ার লোক","দেখলাম হেলমেট লীগ,পরে হুনি তারেক জিয়ার লোক","I saw Helmet League, and later heard they were Tareq Zia's men."
দেখলেন আপনিও চেইতা গেলেন আর কিসব লিখে ফেললেন,দেখসুইন আফনে চেতি গেলা আর কিতা সব লিখি লাইলা,"So, you got carried away too and wrote all sorts of things, didn't you?"
দেখা করতে এসেছিল,দেখা করাত আইছিল,Came to meet
দেখা করা যাবে,দেখা খরা যাইব,Can we meet?
দেখা যাবে,দেখা যাইব,Can be seen
দেখে খুব ভালো লাগলো পৃথিবী তে এখনো ভালো মানুষ আছে।,দেখিয়া খুব বালা লাগলো পৃথিবীটি ওখনো বালা মানুষ আসে।,It felt very good to see that there are still good people in the world.
"দেখে প্রাণটা জুড়িয়ে গেল।
বেঁচে থাকুক মানবতা আজীবন।","দেখিয়া ফ্রাণটা জুড়াই গেল।
বাঁচিয়া থাকুক মানবতা আজীবন।","Seeing it, my heart felt refreshed. May humanity live forever."
দেখে ভালো লাগছে,দেখিয়া বালা লাগসে,It's good to see you.
দেখেন যেন এই খবর পেয়ে টাকাওয়ালা রা আবার হামলা না দেয় এখানে। কারণ যাদের টাকা আছে এটা তাদের স্বভাবে পরিনত হয়েছে সবজায়গায় ভাগ বসানোর।,দেখুইন যেন ঔ খবর ফাইয়া টেখাওয়ালা আবার হামলা না দেয় ওনো। কারণ যার টেখা আসে ওটা তারার স্বভাবও ফরিনত ওইসে সবজায়গায় ভাগ বসানির।,Make sure the wealthy don't attack again after hearing this news. Because it has become the nature of those with money to try and take over everywhere.
"দেখেন তো প্রথম আলো নামক পত্রিকার কি মায়া,তবে মায়াটা পক্ষপাতী মূলক,যেখানে আমির হামজার ছেলেও এর চেয়ে খারাপ অবস্থায় আছে,","দেখুইন সাইন প্রথম আলো নামর ফত্রিকার কি মায়া, কিন্তু মায়াটা ফক্ষফাতী মূলক, যেনো আমির হামজার ফুয়া ও এর থাকিন খারাফ অবস্থাত আসে","Look at the charm of the Prothom Alo newspaper, although it's a biased charm. Even Amir Hamza's son is in a worse situation than this."
"দেখো ,কি সুন্দর মিষ্টি চাঁদের মিষ্টি আলো",দেখো ছাইন খতো সুন্দর মিষ্টি চান্দর আলো,"Look, what a beautiful sweet light of the moon"
দেশ অর্জুন মুক্ত হবে।,দেশ অর্জুন মুক্ত অইব,The country will be liberated.
দেশটা আজ মগের মুল্লুক,দেশ ইকান আইজ মগের মুল্লুক,The country has become a land of chaos today.
দেশ উন্নয়নের জোয়ারে ভাসচে তও,দেশ উন্নয়নর জোয়ারও ভাসের তও,The country is afloat with the tide of development.
দেশ এগিয়ে যাচ্ছে মানুষের ফুটকি আরো বড় বড় করে ফাঁক হয়ে যাচ্ছে।,দেশ এগাইয়া যার মানুষর ফুটকি আরো বড় বড় করি ফাঁক ওই যার।,"The country is moving forward, but the gaps between people are widening."
"দেশ কি সত্যিই মগের মুল্লুক হয়ে গেল! কোন দেশে দেখিনি এইভাবে ব্যবসায়ীদের সাথে ছাত্রদের সাথে সামান্য বিষয় নিয়ে সংঘর্ষ চলতে, যতসব আজব এই দেশে! বিরোধী দলের কোন কর্মসূচি হলে এতক্ষণে সব ফিনিশ করে ফেলত!","দেশ কিতা হাসাই মগের মুল্লুক ওই গেল! কুনো দেশও দেখসি না ওলাখান ব্যবসায়ী তারার লগে ছাত্রর কুনো বিষয় লইয়্যা সংঘর্ষ চলের, যতসব আজব বিষয় অও দেসো! বিরোধী দলোর কুনো কর্মসূচি অইলে অতক্ষণ সব শেষ করি লাইতো!","Has the country really become a land of fools?! I haven't seen clashes like this between businesses and students over trivial matters anywhere else – everything is so bizarre in this country! If it were an opposition party's program, it would have been shut down by now!"
"দেশ চালায় আওয়ামী লীগ আর আকাম কুকাম হলে সব করে বি এন পি এর মানে কার
কি?","দেশ চালায় আওয়ামী লীগ আর আকাম কুকাম হইলে সব করে বি এন পি এর মানে কার
কিতা?","The Awami League runs the country, and if anything wrong happens, the BNP does everything – what does this mean?"
দেষ হতে বিঙ্গান উঠিয়ে দেয়ার দাবি জানাই,দেশ থাকি বিজ্ঞান উঠাই দেওয়ার দাবি জানাই,We demand the removal of the derogatory content.
দেশ যে পাগল ছাগলে ভরপুর তা এই পোস্টের হাহা রিয়্যাক্ট দানকারী মানুষদের দেখলে বোঝা যায়।,দেশ যে ফাগল সাগলে ভরফুর তা ঔ পোস্টর হাহা রিয়্যাক্ট দানকারী মানুষরে দেখলে বোঝা যায়।,You can tell this country is full of crazy goats just by looking at the people reacting with 'haha' to this post.
দেশে না-কি শক্তিশালী বিরোধী দল নাই তাহলে এখন বিএনপি নেতার নাম আসলো কিভাবে ?????,দেশও কিতা শক্তিশালী বিরোধী দল নাই?তাইলে ওখন বিএনপি নেতার নাম আইল কই থাইক্কা?,"If there is no strong opposition party in the country, then how did the name of a BNP leader come up now??"
দেশে যেভাবে তেলবাজি চলছে তাতে তেলের দাম বাড়া স্বাভাবিক,দেশও জেলান তেলবাজি চলের তাতে তেলর দাম বাড়া স্বাভাবিক,"Given the current sycophancy and favouritism happening in the country, it's natural for fuel prices to increase."
দেশে নিরব দূর্ভিক্ষ চলতেছে বয়ে আনতে পারে ধ্বংস,দেশও নিরব দূর্ভিক্ষ চলের বোয়া আনতে ফারে ধ্বংস,"A silent famine is ongoing in the country, which could bring about destruction."
দেশের অনেক আলেম জেলের ভিতর আছে। কই তাদের নিয়ে তো আপনারা নিউজ করেন না। সাংবাদিকদের বলার মত ভাষা খুজে পাইনা,দেশও বাক্কা আলেম জেলোর ভিতরে আসে। কই তারারে লইয়া তো আফনারা নিউজ করুইন না। সাংবাদিকোর কইবার লাখান ভাষা খুঁজিয়া ফাইনা,Many religious scholars are in jail in the country. But you don't report on them. I can't find the right words to tell journalists.
"দেশে ভালো আইন থাকলে এমন কাজ আর হবেনা, অসৎ লোকদের বিচার জোর দাবী","দেশও বালা আইন থাকলে ওলাখান কাম আর ওইতো না, অসৎ মানুইষের বিচারোর জোর দাবী","If there were good laws in the country, such things wouldn't happen anymore. There is a strong demand for the trial of dishonest people."
দেশে যে দুর্ভিক্ষ চলছে তা কেউ বুঝতেছেনা..,দেশও যে দুর্ভিক্ষ চলের তা কেউ বুঝের না..,No one seems to understand the famine that is currently happening in the country.
দেশে শিক্ষিত মানুষের বড়ই অভাব।,দেশওর শিক্ষিত মানুষর বড়ই অভাব।,There is a great lack of educated people in the country.
দেশটা শুয়োর ছাড়া মানুষ কর্তৃক পরিচালিত মনে হচ্ছে না।,দেশটা শুয়োর ছাড়া মানুষের পরিচালিত মনে হচ্ছে না।,It seems like the country is being run by pigs rather than people.
দেশটাতো চলছে রামরাজত্ব না হয় মগের মুল্লুক,দেশটাতো চলছে রামরাজত্ব না হয় মগের মুল্লুক,The country is either running like a Ram Rajya (an ideal kingdom) or like a land of barbarians.
দেশটাকে লুটপাট করে খাচ্ছে আওয়ামী লীগরা।,দেশটারে লুটফাট করিয়া খার আওয়ামী লীগরা।,The Awami League is plundering and devouring the country.
দেশবাসী আগে থেকে জানে কে হবে ১ নাম্বার আসামি,দেশবাসী আগে থাইক্কা জানে কেডা অইব 1 নাম্বার আসামী,The nation already knows who the number one suspect will be.
"দেশের কত আলেম কোরানের হাফেজ বিনা অপরাধে জেলে বন্দী আছে সেখানে বাংলাদেশের পা চাটা মিডিয়ার চোখ যায় না,","দেশর কত আলেম কোরানে হাফেজ বিনা অপরাধও জেলো বন্দী আসে হীনও বাংলাদেশর ফাও চাটা মিডিয়ার চোখ যায় না,","Many Islamic scholars who have memorized the Quran are unjustly imprisoned in Bangladesh, but the subservient media there doesn't bother to look into it."
দেশের মেরুদন্ড ভেঙ্গে ফেলা হচ্ছে।,দেশর মেরুদন্ড ভাঙ্গি লাওয়া হর।,The backbone of the country is being broken.
দেশের সব যায়গায় উন্নয়ন চো**য় এখানে আর বাদ রাইক্ষা লাভ কি উন্নয়ন সামলা....,দেশর সব জায়গাত উন্নয়ন চো**য় ওনো আর বাদ রাখিয়া লাভ কিতা উন্নয়ন সামলাও....,"Development is happening all over the country, what's the point of leaving this place behind? Manage the development..."
দেশের সব মানুষের জন্য প্রতি রমজান মাসে সরকারি এমন উদ্যোগ হলে সত্যি সোনার বাংলাদেশ হতো,দেশর সব মানুষর লাগি ফ্রতি রমজান মাসও সরকারি এমন উদ্যোগ অইলে হাসাউ সোনার বাংলাদেশ ওইতো,"If the government took initiatives for all the people of the country every Ramadan, it would truly become a Golden Bangladesh."
দেশের সব মুসলমান তোমার মত উগ্র সাম্প্রদায়িক নাকি?,দেশর সব মুসলমান তুমার লাখান উগ্র সাম্প্রদায়িক নাকিতা?,Are all Muslims in the country as extremist and communal as you are?
"দেশের সরকার যেটা করতে পারিনি, আপনারা তা করে দেখিয়েছেন।","দেশর সরকার যেটা করতে ফারসে, আফনারা তা করিয়া দেখাইসুইন।",You have achieved what the government of the country failed to do.
"দেশের সুফল পাচ্ছে তেলবাজরা, কুফল পাচ্ছে খেটে খাওয়া মানুষ","দেশর সুফল ফার তেলবাজহক্কল, কুফল ফার খাটিয়া খাওয়া lমানুষ","The sycophants are reaping the benefits of the country, while the working class is suffering the consequences."
দেশকে দুর্নীতিমুক্ত করতে হলে আগে কোটা ব্যবস্থা বাতিল করা বাঞ্চনীয়,দেশরে দুর্নীতিমুক্ত করতে অইলে আগে কোটা ব্যবস্থা বাতিল করা বাঞ্চনীয়,"To rid the country of corruption, it is advisable to abolish the quota system first."
"দেশকে যদি মেধাশূন্য দেখতে না চাই,তবে কোঠা প্রথা বাতিলের বিকল্প নেই","দেশরে যদি মেধাশূন্য দেখতে না চাও, তে কোঠা প্রথা বাতিলর বিকল্প নাই","If we don't want to see a country devoid of talent, there is no alternative to abolishing the quota system."
দেশীয় মুরগী বছরে ৫০-৬০টি ডিম দেয়,দেশি মুরগি বছরে ৫০-৬০ টা ডিম ফারে,Native chickens lay 50-60 eggs a year
দেশে এত্ত এত্ত কাহিনি থাকতে মানুষ নাটক সিনেমা কেন দেখে বুঝলাম না৷ আর পরিচলকরাই বা কেন এত নাটক সিনেমা বানান?,দেশে এত্ত এত্ত কাহিনি থাকতে মানুষ নাটক সিনেমা কেনে দেখে বুঝলাম না৷ আর পরিচলকরাই বা কেনে অত নাটক সিনেমা বানায়?,I don't understand why people watch dramas and movies when there are so many real-life stories happening around us. And why do directors even make so many dramas and movies?
দেশে কি সরকার নাই?,দেশে কিতা সরকার নাই নি?,Is there no government in the country?
"দেশে যা হচ্ছে, জনগণ বুঝে।","দেশে যা হচ্ছে, জনগণ বুঝে।",The people understand what is happening in the country.
দেশে গণতন্ত্র নেই বলেই এই অবস্থা ।,দেশেও গণতন্ত্র নাই কয়্যাই অও অবস্থা।,This situation exists because there is no democracy in the country.
দেশের মানুষ জানে ঘুরে ফিরে বিম্পির কাঁধেই পড়বে মামলা,দেশের মানুষ জানে ঘুইরা ফিরা বিএনপির কান্দওই পড়ব মামলা,The people of the country know that the case will ultimately fall on Bampi's shoulders.
"দেশের মানুষরে তারা যে কি ভাবে
ভাবে যে মানুষ কিছুই বুঝে না","দেশের মানুষরে তারা যে কিতা ভাবে
ভাবে  মানুষ কিছুই বুঝে না",They think of the people of the country as if they understand nothing.
দেশে হীরক রাজার আইন চলছে,দেশো হীরক রাজার আইন চলের,The law of the Diamond King is in effect in the country.
দোকান গুলা বন্দের দাবি জানাই,দোকান গুলা বন্ধর দাবি জনাইরাম,We demand the shops be closed.
দোকান ভাড়া দেয়াও আজকাল অপরাধ?,দোকান ভাড়া দেওন আইজকাইল অপরাধ,Is renting out a shop a crime these days?
দোকানদারদের উচিৎ ঈদের আগের দিন পর্জন্ত দোকান বন্ধের ধর্মঘট কর্মসূচি দেয়া,দোকানদারোর উচিত ঈদর আগোর দিন ফরজন্ত দোকান বন্ধের ধর্মঘট দেওয়া,Shopkeepers should announce a strike to close shops until the day before Eid.
দোকানের ক্যাশ লুট করা ছিল মুল উদেশ্য,দোকানর ক্যাশ লুট করা আসিল আসল উদেশ্য,The main objective was to rob the store's cash.
দোকানে তালা লাগায় দেয়া হবে।।প্রতি ফোঁটা রক্তের চরম মূল্য দিতে হবে।।,দোকানো তালা লাগাই দেওয়া অইব ।।প্সব ফুটা রক্তর অনেক দাম দিতে অইব।,The shops will be locked up. Every drop of blood will have to be paid for dearly.
দোকানে ৪০ লক্ষ ক্যাশ টাকা ভাই বিশ্বাস যোগ্য কথা বলেন পিলিজ,দোকানো ৪০ লক্ষ ক্যাশ টেখা বাই  বিশ্বাস যোগ্য মাত মাতুইন পিলিজ,"There's 40 lakh cash in the shop, brother. Please speak the truth, I believe you."
দোকানে ৪০ লক্ষ টাকা রেখে দেয়নি,দোকানো ৪০ লক্ষ টেখা রাখসে না,They didn't leave 40 lakh rupees in the shop.
"দোকানের কর্মচারীদের ভাবটা অনেকটা মালিককে ও হার মানায়।ওদের আচরণে নিজেকে অসহায় লাগে।তখন ভাবি ওদের নিশ্চয়ই ক্যাডার বাহিনী আছে, চেপে যাওয়াই ভাল??","দোকানোর কর্মচারীর ভাবটা মালিকরে ও হার মানাইলায়।তারার ব্যবহার এ নিজেরে অসহায় মনো ওয়। তখন ভাবি তারার নিশ্চয়ই ক্যাডার বাহিনী আসে, না মাতা ই বালা??","The shop employees act as if they are superior to the owner himself. Their behavior makes me feel helpless. Then I think they must have a group of enforcers, so it's better to just let it go, right?"
দোযোখের আগুন আর বাংলাদেশের নিত্যপ্নোর দাম আল্লাহ ছারা কেউ কমাতে পারবেনা?,দোযোখর আগুন আর বাংলাদেশর নিত্যপ্নোর দাম আল্লাহ ছারা কেউ কমাইতে ফারতা নায়?,Can anyone besides Allah reduce the price of the daily necessities and the fire of Hell?
দোষ না নির্দোষ সেটা আমি বলি না,দোষ না নির্দোষ ওটা আমি কই না,I don't say whether it's guilty or not.
"দোষ সবারই আছে,কারো একটু কম,কারো একটু বেশী,কেউ পুরোপুরি সাধু না","দোষ সবওর আসে, কারো থুরা কম, কারো থুরা বেশী,কেউ আস্তা সাধু নায়","Everyone has flaws, some have a little less, some a little more, and no one is completely virtuous."
দোষীদের বিচার হউক এখন !,দোষীর বিচার হউক ওখন !,Let the guilty be punished now!
দোষীদের খুঁজে বের করে কঠিন শাস্তির দাবি করছি।,দোষীরে খুঁজিয়া বার করিয়া কঠিন শাস্তির দাবি কররাম।,I demand that the culprits be found and punished severely.
"দোস ওদের নয়, দোস ওদের যারা জন্ম দিছে তাদের","দোস তারার নায়, দোস তারার যারা জন্ম দিছে তারারে।","It's not their fault, it's the fault of those who gave birth to them."
দোয়া করি আল্লা জেন আপনাদেরকে দান সিল হওয়া তপিক দেয়,দোয়া করি আল্লাহ যেন আফনারারে দান সিল হওয়ার তৌফিক দেইন,I pray to Allah to grant you knowledge of sealed topics.
"দ্রবমূল্যের দাম বৃদ্ধিতে জীবনযাত্রা অসহনীয় হয়ে যাচ্ছে ব্যর্থ সরকার, ব্যর্থ রাষ্ট।","দ্রবমূল্যর দাম বারাত জীবনযাত্রা অসহনীয় ওই যার ব্যর্থ সরকার, ব্যর্থ রাষ্ট।","The rising prices of essential commodities are making life unbearable. Failed government, failed state."
দ্রব্যমূল্যের উর্ধ্বগতিতে তাদের এটা এক অসাধারণ উদ্যোগ,দ্রব্যমূল্যের উর্ধ্বগতিত তারার ওটা এক অসাধারণ উদ্যোগ,This is an exceptional initiative of theirs in the face of rising prices.
দয়া করে পরিচয় গোপন রাখবেন,দয়া খরি  পরিচয় গুফন রাখবা,Please remain anonymous
দয়া করে তুমি তোমার পরিবারের পছন্দে বিয়ে করে ফেলো,দয়া খরি তুমি তুমার পরিবারর ফছন্দে বিয়া খরি লাও,Please marry your family's choice
দয়া করে পরামর্শ দিন বিয়ের পরে কি তার পরিবার কোনো সমস্যা করতে পারবে,দয়া খরি পরামর্শ দেইন বিয়ার বাদে কিতা তাইর পরিবার কুনো সমস্যা খরতো পারবো নি?,"Please advise, will her family cause any problems after the marriage?"
দয়া করে পরামর্শ দিন বিয়ের পরে কি তার পরিবার কোনো সমস্যা করতে পারবে?,দয়া খরি পরামর্শ দেইন বিয়ার বাদে কিতা তাইর পরিবার কুনো সমস্যা খরতো পারবো নি?,Please advise whether her family will face any problem after marriage?
দয়া করে নাম পরিচয় গোপন রাখবেন,দয়া খরিয়া নাম পরিচয় গুফন রাখবা,Please remain anonymous
ধনীর দেশে এতো কম দামে তেল খাই কিভাবে,ধনীর দেশও ওতো কম দামে তেল খায় কিলাখান,How can we afford to buy oil at such low prices in a rich country?
"ধন্যবাদ আপনাকে ,আপনাদের মত মানুষ আছে বলেই দেশটা এখনও সুন্দর আছে।","ধন্যবাদ আফনারে,আফনারার লাখান মানুষ আসে কইয়্যাই দেশটা ওখনও সুন্দর আসে।","Thank you, the country is still beautiful because there are people like you."
ধন্যবাদ এই বাজারের মেজমেন্ট কমিটিকে,ধন্যবাদ ঔ বাজারোর মেজমেন্ট কমিটিরে,Thank you to the management committee of this market.
ধন্যবাদ জানাই কিন্তু এভাবে কয়দিন মানুষ দেখানো নাতো,ধন্যবাদ জানাই কিন্তু ওলাখান কয়দিন মানুষ দেখানি নাতো,"Thank you, but it's not like people are being shown like this for days."
"ধন্যবাদ পুলিশ কর্মকতাকে
এত বড় অনুসন্ধান করার কারনে,
জয় বাংলা","ধন্যবাদ পুলিশ কর্মকতারে এত বড় অনুসন্ধান করার লাগি, জয় বাংলা",Thank you to the police officer for conducting such a large search. Joy Bangla.
ধন্যবাদ পুলিশ কর্মকর্তাকে ধন্যবাদ সাংবাদিককে এত বড় অনুসন্ধান করার কারণে,ধন্যবাদ পুলিশ কর্মকর্তরে ধন্যবাদ সাংবাদিক রে অত বড় অনুসন্ধান করবার লাগি,Thank you to the police officer for thanking the journalist for conducting such a large investigation.
"ধন্যবাদ প্রথম আলোকে,",ধন্যবাদ প্রথম আলোরে,"Thank you, Prothom Alo."
"ধন্যবাদ ভাই আপনাদের,,,,","ধন্যবাদ বাই আফনারে,,,,","Thank you, brothers."
ধন্যবাদ ভাই।,ধন্যবাদ বাই।,"Thank you, brother."
ধন্যবাদ বিদ্যানন্দ ফাউন্ডেশন।,ধন্যবাদ বিদ্যানন্দ ফাউন্ডেশনরে।,"Thank you, Vidyananda Foundation."
ধন্যবাদ মাননীয় প্রধানমন্ত্রী জননেত্রী দেশরত্ন শেখ হাসিনা আপনাকে ।,ধন্যবাদ মাননীয় প্রধানমন্ত্রী জননেত্রী দেশরত্ন শেখ হাসিনা আফরে।,"Thank you, Honorable Prime Minister, Jananetri (Leader of the Masses) Deshratna (Jewel of the Nation) Sheikh Hasina."
ধন্যবাদ সকল উদ্যোগতাদের,ধন্যবাদ সব উদ্যোগতারে,Thank you to all the entrepreneurs.
"ধন্যবাদ, আল্লাহ আপনাদের কে কবুল করোক","ধন্যবাদ, আল্লাহ আফনারারে কবুল করুইন","Thank you, may Allah accept (your prayers/deeds)."
ধন্যবাদ জানতাম এই রকম ই হবে। কেজি এফ এর পর সেই পুরনো মুভিতেই ফিরলাম,"ধন্যবাদ,জানতাম ইলাউ অইবো। কেজি এফর বাদে আবার অউ পুরান মুভিত ফিরলাম","I would have appreciated it if it were like this. After KG F, I went back to that old movie."
ধর্ম অবমাননা বলে যে শব্দ ব্যবহৃত হচ্ছে। প্রকৃত ধর্ম অবমাননা যে করে সে কেনো আইনের বাইরে?,ধর্ম অবমাননা কইয়্যা যে শব্দ ব্যবহার হর। প্রকৃত ধর্ম অবমাননা যে করে হে কেনে আইনর বাইরে?,The term 'religious defamation' is being used. Why is the person who actually commits religious defamation outside the law?
ধর্ম অবমাননা কখন করলেন উনি! একজন শিক্ষক হিসেবে তার স্টুডেন্টদের সঠিক শিক্ষা দিয়েছেন। যারা তাকে হয়রানি করতেছে তাদের বিচারের আওতায় আনা উচিত।,ধর্ম অবমাননা কখন করলা তাইন! একজন শিক্ষক হিসাবে তাইন তান স্টুডেন্টরে সঠিক শিক্ষা ডিসুইন। যারা তানরে হয়রানি করের তারারে বিচারর আওতায় আনা উচিত।,"When did he commit blasphemy! As a teacher, he has educated his students correctly. Those who are harassing him should be brought to justice."
ধর্ম অবমাননাকারী দের দৃষ্টান্তমুলক শাস্তি চাই,ধর্ম অবমাননাকারী গুন্তর দৃষ্টান্তমুলক শাস্তি চাই,We demand exemplary punishment for those who insult religion.
ধর্ম অবমাননার চেয়ে খুন ও ধর্ষণের বিচার বেশি জরুরি। বাংলাদেশে ধর্ম অবমাননার চেয়ে প্রতিদিন খুন ও ধর্ষণ হচ্ছে। এ সমাজ মানুষরুপী দানবদের অভয়ারণ্য মানুষ হইতে সাবধান!,ধর্ম অবমাননার থাকি খুন আর ধর্ষণর বিচার বেশি জরুরি। বাংলাদেশও ধর্ম অবমাননার থাকি প্রতিদিন খুন আর ধর্ষণ হর। ঔ সমাজ মানুষরুপী দানবর অভয়ারণ্য মানুষ ওইতে সাবধান!,Justice for murder and rape is more urgent than addressing religious defamation. More murders and rapes happen in Bangladesh every day than cases of religious defamation. Beware of the monsters disguised as humans in this society!
